Overall Summary Statistics,User: shreya
Metric,Min,Max,Mean
Throughput,0.21996501776402086,3.7455415303206885,1.1172122609639101
Movement Time,0.7938475873735216,12.776324696011011,3.9073814771793507
Target Error,5.126186532227333,24.48355803548092,12.698882022760992
OSD,0.06122713688829583,76.41531408302176,20.98607591066622
