time,ins_x,ins_y,click
5.7220458984375e-06,1241.2000000000023,403.59999999999803,True
0.010369062423706055,1241.2000000000023,403.59999999999803,False
0.020743131637573242,1241.2000000000023,403.59999999999803,False
0.0316011905670166,1241.2000000000023,403.59999999999803,False
0.04204082489013672,1241.2000000000023,403.59999999999803,False
0.0527799129486084,1241.2000000000023,403.59999999999803,False
0.06337094306945801,1241.2000000000023,403.59999999999803,False
0.07453703880310059,1241.2000000000023,403.59999999999803,False
0.08489251136779785,1241.2000000000023,403.59999999999803,False
0.09516263008117676,1241.2000000000023,403.59999999999803,False
0.1058034896850586,1241.2000000000023,403.59999999999803,False
0.11692166328430176,1241.2000000000023,403.59999999999803,False
0.12753057479858398,1241.2000000000023,403.59999999999803,False
0.13827991485595703,1241.2000000000023,403.59999999999803,False
0.14965558052062988,1241.2000000000023,404.19999999999806,False
0.1605391502380371,1240.6000000000024,405.99999999999807,False
0.17118620872497559,1240.6000000000024,407.19999999999806,False
0.1819448471069336,1239.4000000000024,409.59999999999803,False
0.19262123107910156,1238.8000000000025,411.999999999998,False
0.2030487060546875,1238.2000000000025,413.799999999998,False
0.2134103775024414,1237.0000000000025,416.199999999998,False
0.2244737148284912,1235.8000000000025,417.999999999998,False
0.23571395874023438,1234.0000000000025,422.199999999998,False
0.24617624282836914,1232.8000000000025,424.599999999998,False
0.2578563690185547,1231.0000000000025,426.399999999998,False
0.26923346519470215,1229.2000000000025,429.999999999998,False
0.2799201011657715,1228.0000000000025,431.799999999998,False
0.29019880294799805,1226.8000000000025,433.59999999999803,False
0.30154848098754883,1226.2000000000025,435.999999999998,False
0.31264638900756836,1223.8000000000025,440.199999999998,False
0.32315707206726074,1223.2000000000025,443.199999999998,False
0.3342552185058594,1222.0000000000025,444.999999999998,False
0.345933198928833,1220.2000000000025,449.199999999998,False
0.3565399646759033,1219.6000000000026,451.599999999998,False
0.3675069808959961,1219.0000000000027,453.399999999998,False
0.3792757987976074,1217.8000000000027,456.999999999998,False
0.39057016372680664,1217.2000000000028,457.59999999999803,False
0.4015157222747803,1216.6000000000029,459.39999999999804,False
0.41214919090270996,1216.000000000003,460.59999999999803,False
0.4225578308105469,1215.400000000003,461.799999999998,False
0.4335286617279053,1214.8000000000031,464.199999999998,False
0.4449906349182129,1214.2000000000032,464.799999999998,False
0.45570945739746094,1214.2000000000032,465.999999999998,False
0.4668869972229004,1214.2000000000032,467.199999999998,False
0.47745466232299805,1213.6000000000033,467.799999999998,False
0.4879636764526367,1213.6000000000033,469.59999999999803,False
0.49894237518310547,1213.6000000000033,470.799999999998,False
0.5098211765289307,1213.0000000000034,471.999999999998,False
0.5202481746673584,1212.4000000000035,474.399999999998,False
0.5312228202819824,1212.4000000000035,474.399999999998,False
0.5420863628387451,1211.8000000000036,476.199999999998,False
0.5531799793243408,1211.8000000000036,477.399999999998,False
0.5640883445739746,1211.2000000000037,478.599999999998,False
0.574589729309082,1211.2000000000037,479.79999999999797,False
0.5850894451141357,1210.6000000000038,480.99999999999795,False
0.5957844257354736,1210.6000000000038,482.19999999999794,False
0.6065402030944824,1210.6000000000038,483.39999999999793,False
0.6177408695220947,1210.6000000000038,484.5999999999979,False
0.6284573078155518,1210.6000000000038,485.7999999999979,False
0.6386752128601074,1210.6000000000038,486.9999999999979,False
0.6495559215545654,1210.0000000000039,487.5999999999979,False
0.6600403785705566,1210.0000000000039,489.39999999999793,False
0.6703701019287109,1210.0000000000039,490.5999999999979,False
0.6810801029205322,1209.400000000004,491.7999999999979,False
0.6913864612579346,1208.800000000004,492.9999999999979,False
0.7019624710083008,1208.800000000004,494.7999999999979,False
0.7124052047729492,1208.2000000000041,497.1999999999979,False
0.7232389450073242,1207.6000000000042,498.9999999999979,False
0.7336182594299316,1207.0000000000043,500.1999999999979,False
0.7446293830871582,1207.0000000000043,501.9999999999979,False
0.7554676532745361,1205.8000000000043,503.7999999999979,False
0.7657999992370605,1205.8000000000043,504.39999999999793,False
0.7759792804718018,1205.8000000000043,505.5999999999979,False
0.7862744331359863,1205.2000000000044,506.7999999999979,False
0.7971408367156982,1205.2000000000044,507.99999999999795,False
0.8076534271240234,1205.2000000000044,509.19999999999794,False
