,scale,latency,force_penalty,time_score
0,1.0,5.0,0.7052405764546488,65.8
1,2.0,2.0,0.9875034330648055,37.166666666666664
2,2.0,5.0,1.137937463995024,42.333333333333336
3,3.0,2.0,1.7544314339321447,29.166666666666668
4,3.0,5.0,2.0315194620829837,37.0
5,4.0,2.0,2.021614638295916,22.5
6,4.0,5.0,2.4356606795263476,43.333333333333336
