time,ins_x,ins_y,click
3.123283386230469e-05,1335.5999999999985,442.2000000000008,True
0.0022199153900146484,1335.5999999999985,442.2000000000008,False
0.012718677520751953,1335.5999999999985,442.2000000000008,False
0.023227214813232422,1335.5999999999985,441.8000000000008,False
0.03459453582763672,1335.5999999999985,441.8000000000008,False
0.04494833946228027,1335.9999999999986,441.8000000000008,False
0.05617642402648926,1335.9999999999986,441.8000000000008,False
0.0670783519744873,1335.9999999999986,441.8000000000008,False
0.0783088207244873,1335.9999999999986,441.8000000000008,False
0.08869194984436035,1335.9999999999986,441.8000000000008,False
0.10008382797241211,1335.9999999999986,441.8000000000008,False
0.11071658134460449,1335.9999999999986,441.8000000000008,False
0.1217803955078125,1335.9999999999986,441.8000000000008,False
0.13258934020996094,1335.9999999999986,441.8000000000008,False
0.1429891586303711,1335.9999999999986,441.8000000000008,False
0.15347957611083984,1335.9999999999986,441.8000000000008,False
0.16428399085998535,1335.9999999999986,441.8000000000008,False
0.17455148696899414,1335.5999999999985,441.8000000000008,False
0.18475866317749023,1335.1999999999985,441.8000000000008,False
0.19527029991149902,1334.3999999999985,442.2000000000008,False
0.20640277862548828,1333.1999999999985,442.60000000000076,False
0.2170567512512207,1331.9999999999984,443.00000000000074,False
0.22827386856079102,1330.7999999999984,443.4000000000007,False
0.23906779289245605,1328.7999999999984,443.8000000000007,False
0.24936246871948242,1327.5999999999983,444.20000000000067,False
0.25977039337158203,1326.3999999999983,444.20000000000067,False
0.2707984447479248,1325.1999999999982,444.60000000000065,False
0.28176140785217285,1323.9999999999982,444.60000000000065,False
0.2926170825958252,1321.9999999999982,444.60000000000065,False
0.30284547805786133,1320.7999999999981,444.60000000000065,False
0.3138401508331299,1319.1999999999982,445.0000000000006,False
0.32486987113952637,1316.7999999999981,445.0000000000006,False
0.33524346351623535,1315.9999999999982,445.0000000000006,False
0.3456296920776367,1314.3999999999983,445.0000000000006,False
0.35613465309143066,1312.7999999999984,445.0000000000006,False
0.36734557151794434,1311.1999999999985,445.0000000000006,False
0.37801361083984375,1309.9999999999984,445.0000000000006,False
0.389892578125,1308.7999999999984,445.4000000000006,False
0.40073680877685547,1306.7999999999984,445.4000000000006,False
0.41144442558288574,1305.9999999999984,445.4000000000006,False
0.42267823219299316,1305.5999999999983,445.4000000000006,False
0.433701753616333,1303.5999999999983,445.8000000000006,False
0.44425153732299805,1303.5999999999983,445.8000000000006,False
0.45520496368408203,1301.1999999999982,446.20000000000056,False
0.4660348892211914,1300.3999999999983,446.20000000000056,False
0.4767749309539795,1299.5999999999983,446.20000000000056,False
0.4875316619873047,1298.7999999999984,446.60000000000053,False
0.4985332489013672,1296.7999999999984,447.0000000000005,False
0.5089125633239746,1295.9999999999984,447.0000000000005,False
0.519418478012085,1295.1999999999985,447.0000000000005,False
0.5300655364990234,1294.7999999999984,447.4000000000005,False
0.540924072265625,1293.9999999999984,447.4000000000005,False
0.5513174533843994,1293.5999999999983,447.80000000000047,False
0.5615718364715576,1292.3999999999983,447.80000000000047,False
0.5730047225952148,1291.5999999999983,448.20000000000044,False
0.5840873718261719,1290.7999999999984,448.20000000000044,False
0.5951352119445801,1289.9999999999984,448.20000000000044,False
0.6060426235198975,1289.1999999999985,448.6000000000004,False
0.6172928810119629,1288.3999999999985,448.6000000000004,False
0.6285617351531982,1287.5999999999985,448.6000000000004,False
0.639456033706665,1287.5999999999985,448.6000000000004,False
0.6502671241760254,1286.3999999999985,449.0000000000004,False
