index,time,ins_x,ins_y,d1,d2,d3,d4,click
0,0.0213901996612549,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
1,0.0375330448150635,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
2,0.0547897815704346,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
3,0.0740432739257813,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
4,0.0909008979797363,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
5,0.107162475585938,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
6,0.123651027679443,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
7,0.140069007873535,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
8,0.156312465667725,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
9,0.172682046890259,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
10,0.18901515007019,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
11,0.205854415893555,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
12,0.220297574996948,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
13,0.23611569404602,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
14,0.251574277877808,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
15,0.267858266830444,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
16,0.284224987030029,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
17,0.298814296722412,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
18,0.314500331878662,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
19,0.330851078033447,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
20,0.346763849258423,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
21,0.362660884857178,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
22,0.379000663757324,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
23,0.394511461257935,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
24,0.409213781356812,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
25,0.424689054489136,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
26,0.440815210342407,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
27,0.456729888916016,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
28,0.471722364425659,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
29,0.488086938858032,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
30,0.50458025932312,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
31,0.520946264266968,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
32,0.537317037582397,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
33,0.55431079864502,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
34,0.569950580596924,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
35,0.585803508758545,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
36,0.601662874221802,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
37,0.617448329925537,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
38,0.633485317230225,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
39,0.648353099822998,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
40,0.663599252700806,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
41,0.679048538208008,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
42,0.694923877716064,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
43,0.710871934890747,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
44,0.726165771484375,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
45,0.741804599761963,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
46,0.75670862197876,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
47,0.771767139434814,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
48,0.787663221359253,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
49,0.803566694259644,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
50,0.820552349090576,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
51,0.836855411529541,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
52,0.853248357772827,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
53,0.870096921920776,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
54,0.885668277740479,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
55,0.90080714225769,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
56,0.915672779083252,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
57,0.931013584136963,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
58,0.945905208587647,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
59,0.961226940155029,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
60,0.977706432342529,1216,445,153.824116379451,254.015286610446,87.468928451002,301.476163478256,False
