,latency,scale,effective_difficulty,avg_movement_time,throughput,avg_target_error,avg_movement_speed,effective_width,effective_distance,avg_osd
0,0.2,1.2,1.6727741256562787,1.1956027878655329,1.3991052401631003,20.89455851914134,193.60592603577635,101.41981026692203,221.93399901863543,23.01515574878246
1,0.6,0.8,1.6843370195109317,1.9017248683505588,0.8856891170444776,38.07903285288585,143.81418608908785,115.99447533255349,256.80326435210736,32.66971263274618
2,0.6,1.0,1.0183161419680666,2.357725355360243,0.43190617586265706,45.35465704758435,100.11651513236038,212.0481880283134,217.46674687522622,59.30079512546089
3,0.8,0.4,1.6184738234119884,2.7067164050208197,0.5979473211193469,29.68767819567606,84.31768862963179,109.98904516693317,227.73236959520833,20.700597955095272
4,0.4,0.6,1.8980318411601462,1.3551805814107258,1.4005748512012466,35.62984643586358,188.8657570464335,92.00993110729044,250.91512821540053,29.98311215476892
5,0.2,0.8,2.34254740628195,0.990562015109592,2.364866985155674,14.925634040948873,222.51696580197574,53.15814206026754,216.45858288719938,7.948648123577361
6,0.6,0.6,1.4337840579894778,1.9713575839996338,0.7273079575347828,53.043263031101155,140.1930464258359,158.3957523304306,269.5173060201328,46.419121637408544
7,0.0,0.6,2.7809707602927434,0.6613265938229032,4.205139769469879,7.778185549537103,294.3855227924114,32.85136166770883,192.94086759160166,1.6230274606290405
8,0.4,0.4,2.2133280232187067,1.5670875973171658,1.412383090139885,15.976861012001699,142.98979494008984,60.55435548782094,220.26271943895415,10.446708462489676
9,0.8,1.2,0.8505170675566597,2.32715646425883,0.36547481040452456,97.33539597484112,139.55986114744155,369.95856661472357,297.1311367261935,127.11886445499277
10,0.4,1.2,1.3551795266261617,1.3153713544209795,1.0302638278318792,70.67261072912075,239.72013383222642,200.94951743389024,313.1375214667908,58.857580520691045
11,0.8,0.6,1.4360678340998383,2.6051090823279486,0.551250557545389,52.05882760589168,110.34454385135767,160.05520269824805,273.0259555539673,48.23882492368504
12,0.8,1.0,1.2065333034690215,4.166750537024604,0.2895621642687982,32.60316682304207,51.11911326376993,151.3174646897196,197.896635795945,40.608376801399736
13,0.6,1.2,0.8405040033588964,2.142180018954807,0.3923591835988591,59.67084553749655,116.86456595159123,280.8176418205844,222.03565812405026,91.50844608722059
14,0.0,1.0,2.4904190793026326,0.75656525293986,3.291743930381902,10.334403305882795,286.02751207839714,43.28821078191238,199.96606359253414,20.530084428256984
15,0.0,0.4,2.969771949340147,0.6985561052958171,4.251300542398867,12.009082345913694,255.1609089972145,25.219042181027973,172.35005945713164,0.14190776250135453
16,0.6,0.4,2.3985187326349915,1.968035168117947,1.2187377397979735,29.42527602101937,128.60447158504763,57.80639670087842,246.98449368073705,24.0073846380879
17,0.4,1.0,1.8734480117618544,1.5116479926639133,1.2393414477800193,22.78090916334995,149.97929172462813,83.13401160628145,221.4750260763418,17.164729955448355
18,0.8,0.8,1.2639724250172555,2.3231951395670567,0.5440664038462156,62.18677810611487,135.3149473095206,194.215534542614,272.20490953426713,66.61973568226666
19,0.0,0.8,2.4486710151440745,0.5811015764872233,4.213843352390068,9.408593321265226,334.68281558668946,42.63755690550121,190.126403040642,2.1995189530664243
20,0.4,0.8,1.7038647353814984,1.6150376001993816,1.0550000415910756,27.64408538198198,153.5783878124082,102.95737542471889,232.44941976297403,19.68311002652804
21,0.0,1.2,2.781000660188326,0.6481661001841227,4.290567895171215,6.98080105479,309.8615326864866,33.76895760300165,198.33485347325484,1.9975800029462947
22,0.2,0.6,2.55865240737256,1.0758522616492376,2.3782562890654244,11.341763999503456,193.6061838459198,42.27813066380783,206.80648208494256,6.449261447970601
23,0.2,0.4,2.9791334811512833,1.2596514754825168,2.3650458393740292,8.248335607645407,165.60240412920513,29.95447879732699,206.24030716206022,5.302195935559351
24,0.2,1.0,2.0655514708446665,1.1223699251810708,1.840348199379481,22.0598699813725,217.91700327903897,72.6192777300695,231.3606276118264,22.665737423399637
