Overall Summary Statistics,User: lizzie2
Metric,Min,Max,Mean
Throughput,0.146339181649179,4.359067173293515,1.289020606710803
Movement Time,0.6429075400034586,7.635872417026096,3.1825417376527882
Target Error,5.712409659026892,56.793454081515236,20.184521752079277
OSD,0.15979098854591067,54.20426391336855,15.862654047335571
