time,ins_x,ins_y,click,clutch
1.3828277587890625e-05,1312.899999999998,631.7000000000003,True,True
0.0033812522888183594,1312.899999999998,631.7000000000003,False,True
0.013706207275390625,1312.899999999998,631.7000000000003,False,True
0.024596452713012695,1312.899999999998,631.7000000000003,False,True
0.03503155708312988,1312.899999999998,631.7000000000003,False,True
0.04640936851501465,1312.899999999998,631.7000000000003,False,True
0.05682015419006348,1312.899999999998,631.7000000000003,False,True
0.06715655326843262,1312.899999999998,631.7000000000003,False,True
0.07819366455078125,1312.899999999998,631.7000000000003,False,True
0.0892646312713623,1312.899999999998,631.7000000000003,False,True
0.10042357444763184,1312.899999999998,631.7000000000003,False,True
0.11092233657836914,1312.899999999998,631.7000000000003,False,True
0.12148022651672363,1312.899999999998,631.7000000000003,False,True
0.13232922554016113,1312.899999999998,631.7000000000003,False,True
0.1432359218597412,1312.899999999998,631.7000000000003,False,True
0.15389108657836914,1312.899999999998,631.7000000000003,False,True
0.16461801528930664,1312.899999999998,631.7000000000003,False,True
0.1752328872680664,1312.899999999998,631.7000000000003,False,True
0.18569564819335938,1312.199999999998,631.7000000000003,False,True
0.1962757110595703,1311.499999999998,631.0000000000002,False,True
0.20716595649719238,1310.799999999998,629.6000000000001,False,True
0.21809673309326172,1310.0999999999979,627.5000000000002,False,True
0.2284402847290039,1308.6999999999978,622.6000000000001,False,True
0.23868179321289062,1307.9999999999977,619.8000000000002,False,True
0.24930095672607422,1307.2999999999977,616.3000000000002,False,True
0.25968217849731445,1307.2999999999977,612.8000000000002,False,True
0.2701246738433838,1307.2999999999977,609.3000000000002,False,True
0.2809891700744629,1307.2999999999977,601.6000000000001,False,True
0.29148030281066895,1307.9999999999977,596.7000000000003,False,True
0.3021106719970703,1307.9999999999977,592.5000000000002,False,True
0.3127100467681885,1307.9999999999977,588.3000000000002,False,True
0.32328104972839355,1307.2999999999977,584.1000000000001,False,True
0.33377623558044434,1305.8999999999976,573.6000000000001,False,True
0.34414076805114746,1305.1999999999975,568.7,False,True
0.35452818870544434,1304.4999999999975,563.8000000000002,False,True
0.3649787902832031,1303.7999999999975,555.4000000000001,False,True
0.37563586235046387,1303.0999999999974,552.6000000000001,False,True
0.38628196716308594,1303.0999999999974,548.4000000000001,False,True
0.39693450927734375,1302.3999999999974,544.9000000000001,False,True
0.4074523448944092,1301.6999999999973,542.1000000000001,False,True
0.41789841651916504,1300.9999999999973,537.2000000000003,False,True
0.42867136001586914,1300.2999999999972,535.1000000000001,False,True
0.4401569366455078,1300.2999999999972,533.0000000000002,False,True
0.4507291316986084,1298.8999999999971,528.8000000000002,False,True
0.46136474609375,1298.8999999999971,526.7,False,True
0.4725532531738281,1298.199999999997,524.6000000000001,False,True
0.4834578037261963,1297.499999999997,522.5,False,True
0.494107723236084,1295.3999999999971,518.3,False,True
0.5052707195281982,1294.699999999997,516.2,False,True
0.5160458087921143,1293.999999999997,514.8,False,True
0.5270776748657227,1293.999999999997,512.7,False,True
0.5383069515228271,1291.8999999999971,507.8,False,True
0.5487179756164551,1291.199999999997,505.7,False,True
0.5594136714935303,1290.499999999997,503.59999999999997,False,True
0.5698299407958984,1289.799999999997,501.49999999999994,False,True
0.5802891254425049,1289.099999999997,496.59999999999997,False,True
0.5905880928039551,1288.399999999997,494.49999999999994,False,True
0.6010012626647949,1287.6999999999969,492.3999999999999,False,True
0.6115813255310059,1287.6999999999969,490.99999999999994,False,True
0.6225395202636719,1286.9999999999968,488.8999999999999,False,True
0.6334474086761475,1286.2999999999968,487.49999999999994,False,True
0.64426589012146,1285.5999999999967,485.3999999999999,False,True
0.6550686359405518,1285.5999999999967,483.2999999999999,False,True
0.665930986404419,1284.8999999999967,481.8999999999999,False,True
0.6766624450683594,1284.8999999999967,480.49999999999994,False,True
0.6871941089630127,1284.1999999999966,479.09999999999997,False,True
0.6980600357055664,1284.1999999999966,477.7,False,True
0.7086465358734131,1283.4999999999966,476.3,False,True
0.7190752029418945,1283.4999999999966,476.3,False,True
0.7294776439666748,1283.4999999999966,474.90000000000003,False,True
0.7403318881988525,1282.7999999999965,473.50000000000006,False,True
0.7517938613891602,1282.0999999999965,470.70000000000005,False,True
0.7625269889831543,1281.3999999999965,469.30000000000007,False,True
0.7731411457061768,1281.3999999999965,469.30000000000007,False,True
0.7837152481079102,1280.6999999999964,465.1000000000001,False,True
0.7939567565917969,1279.9999999999964,463.00000000000006,False,True
0.8046600818634033,1279.2999999999963,460.90000000000003,False,True
0.8152446746826172,1278.5999999999963,458.8,False,True
0.8260974884033203,1277.1999999999962,454.6,False,True
0.836681604385376,1276.4999999999961,451.8,False,True
0.8472113609313965,1275.799999999996,449.7,False,True
0.8581931591033936,1275.099999999996,446.9,False,True
0.8687882423400879,1274.399999999996,444.79999999999995,False,True
0.8793849945068359,1274.399999999996,442.69999999999993,False,True
0.8902685642242432,1273.699999999996,440.5999999999999,False,True
0.9010004997253418,1272.999999999996,438.4999999999999,False,True
0.9120316505432129,1271.5999999999958,436.39999999999986,False,True
0.922999382019043,1270.8999999999958,434.29999999999984,False,True
0.9342679977416992,1270.1999999999957,432.1999999999998,False,True
0.9454925060272217,1269.4999999999957,430.79999999999984,False,True
0.9558804035186768,1268.7999999999956,430.09999999999985,False,True
0.9667541980743408,1268.7999999999956,427.99999999999983,False,True
0.97721266746521,1268.7999999999956,427.99999999999983,False,True
0.9879028797149658,1268.0999999999956,425.8999999999998,False,True
0.9985971450805664,1268.0999999999956,424.49999999999983,False,True
1.0092363357543945,1268.0999999999956,424.49999999999983,False,True
1.0195844173431396,1266.6999999999955,422.3999999999998,False,True
1.0302209854125977,1266.6999999999955,421.6999999999998,False,True
1.0406146049499512,1265.9999999999955,420.99999999999983,False,True
1.051133394241333,1265.9999999999955,420.29999999999984,False,True
