,scale,latency,force_penalty,time_score
0,1.0,2.0,1.0059796966584649,70.33333333333333
1,1.0,5.0,0.7477288875246172,86.25
2,2.0,2.0,1.1143055492318916,46.666666666666664
3,2.0,5.0,1.0206788139881295,61.0
4,3.0,2.0,1.2647046543191012,33.666666666666664
5,3.0,5.0,1.9877595625352749,55.166666666666664
6,4.0,2.0,1.4435274010396921,29.166666666666668
7,4.0,5.0,3.0220852738953745,54.6
