,scale,latency,force_penalty,time_score
0,1.0,2.0,0.7836096488632486,38.5
1,1.0,5.0,1.2098953318937764,39.5
2,2.0,2.0,1.6709666187462004,24.0
3,2.0,5.0,1.378064160284945,30.833333333333332
4,3.0,2.0,1.623872365967347,13.4
5,3.0,5.0,1.580110642680809,38.5
6,4.0,2.0,1.4989496781166345,12.833333333333334
7,4.0,5.0,1.679919316353675,22.166666666666668
