time,ins_x,ins_y,d1,d2,d3,d4,click
0.01342630386352539,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.019303083419799805,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.027786970138549805,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.033203840255737305,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.03891420364379883,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.04452228546142578,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.049872398376464844,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.05602765083312988,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.06156802177429199,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.06669354438781738,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.07187294960021973,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.07732081413269043,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.08330249786376953,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.08850669860839844,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.09346580505371094,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.09916400909423828,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.10484862327575684,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.11012601852416992,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.11565899848937988,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.12102818489074707,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.12632441520690918,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.1324155330657959,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.1379077434539795,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.14358735084533691,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.14902496337890625,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.15434741973876953,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.1602473258972168,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.165665864944458,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.1710662841796875,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.1767134666442871,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.1822834014892578,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.18863439559936523,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.1941697597503662,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.1998591423034668,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.20512914657592773,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.21053051948547363,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.21604084968566895,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.22144579887390137,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.22709131240844727,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.23285627365112305,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.2385575771331787,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.24413371086120605,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.24974632263183594,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.25534653663635254,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.2604808807373047,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.2659728527069092,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.27167272567749023,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.2775111198425293,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.2828030586242676,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.2887282371520996,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.2939765453338623,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.29994964599609375,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.30573487281799316,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
0.3110625743865967,896.0,493.0,72.11184372669337,223.99184945486058,140.16422561661537,165.49545103817317,False
