Overall Summary Statistics,User: colin
Metric,Min,Max,Mean
Throughput,0.3368834099247032,4.703402106918766,1.544593895797565
Movement Time,0.6213901307847765,5.197514110141331,2.2045992071981786
Target Error,3.192025344675928,44.813422795055715,15.445825197844236
OSD,0.33056796428846913,70.05117489133616,19.567892931586936
