,scale,latency,force_penalty,time_score
0,1.0,2.0,0.7274950663130424,57.666666666666664
1,1.0,5.0,0.944299059429108,55.2
2,2.0,2.0,1.1171893013804968,37.666666666666664
3,2.0,5.0,1.1125675245840612,34.25
4,3.0,2.0,1.4164787454190881,24.0
5,3.0,5.0,1.0637932745067609,38.0
6,4.0,2.0,1.105714254012815,28.833333333333332
7,4.0,5.0,1.3157898368760206,39.333333333333336
