Overall Summary Statistics,User: xiao
Metric,Min,Max,Mean
Throughput,0.27348504573205196,3.5925175017404967,1.3898301500874901
Movement Time,0.8399789068433974,9.232562965816921,3.0348331663343644
Target Error,4.793267607118818,17.203877304572703,9.093696628898142
OSD,0.04204425451487141,62.52288415362332,12.098978056293054
