,scale,latency,force_penalty,time_score
0,1.0,2.0,0.8703610097345651,54.25
1,1.0,5.0,0.8523198833142229,58.333333333333336
2,2.0,2.0,1.4426398017734352,37.33333333333333
3,2.0,5.0,0.7409348458175442,48.666666666666664
4,3.0,2.0,1.3120950295346394,14.833333333333334
5,3.0,5.0,1.3232888208535662,37.166666666666664
6,4.0,2.0,1.382174911780223,20.833333333333332
7,4.0,5.0,0.986881412763863,46.833333333333336
