Overall Summary Statistics,User: sujaan
Metric,Min,Max,Mean
Throughput,0.2357425612574064,5.188936187837321,1.5533305477255486
Movement Time,0.5650010638766818,8.00074545542399,2.446721304346014
Target Error,7.414242990905161,63.54972964987693,20.396486940426538
OSD,0.18385338057744502,47.10034674507206,13.03378812378206
