,latency,scale,effective_difficulty,avg_movement_time,throughput,avg_target_error,avg_movement_speed,effective_width,effective_distance,avg_osd,target_error_rate,avg_translation_efficiency,num_clutches
0,0.0,1.0,2.442129593626732,0.6429092089335123,3.7985606049691687,15.529835722241522,366.7759992645396,52.73372574973316,233.84418831606843,4.7790625672580775,22.22222222222222,0.9163045240671477,0
1,0.5,0.7,1.998648212670462,2.123348421520657,0.9412719045134902,16.880030383975548,108.88520462283749,75.47665869799737,226.14722581545962,11.324975766426869,33.33333333333333,0.847038946134092,0
2,0.0,0.2,2.9528956727605387,0.9273329840766059,3.1842884093041204,9.810837356950275,217.95615149502453,29.912579465161976,201.70100987379402,0.18385338057744502,0.0,1.026140644807903,0
3,0.75,1.0,1.3260724193194753,1.8394216961330838,0.7209181136153853,42.74566938396553,153.1282523789369,178.6561391219987,269.2690843145491,38.69320571621947,66.66666666666666,0.7189029728677966,0
4,0.75,0.1,2.2676543991233777,8.00074545542399,0.2834303893002938,12.523813743888367,29.164626710687294,57.39342959113352,218.9786529487859,8.218854487887047,11.11111111111111,0.9124062184779357,16
5,0.5,0.2,2.633467276560908,2.7182270156012645,0.9688180057979419,10.79982226039071,85.49082123709567,44.146446472763735,229.78910197154926,4.938027660242165,11.11111111111111,0.9362171635411529,0
6,0.25,0.7,2.1240971332250616,1.0334736506144206,2.055298779956551,19.923605213821585,243.04960881680847,72.3424244156956,243.02004671306153,13.773273737534653,33.33333333333333,0.8884188367763913,0
7,0.0,0.7,3.1179467143864676,0.665895594490899,4.6823356997432155,7.414242990905161,340.5025932643902,29.335337784990326,225.33981725907668,2.705023403388166,0.0,0.9593867482805931,0
8,0.25,0.4,2.2859695373545286,1.160641034444173,1.9695749758229695,14.042733271665995,178.3881324977273,52.507124292865925,203.5657837233005,2.170062428784367,22.22222222222222,0.9718479189429488,0
9,0.25,0.15,2.757125403929032,2.574444055557251,1.0709595331766644,12.21993849326336,109.2821519255383,40.618042972710604,233.97937111264537,7.459691421066798,11.11111111111111,0.9289076057248548,5
10,0.5,0.1,2.528906295875695,5.838858630922106,0.43311654823818124,9.039848957521896,38.085365420289705,45.19691234105371,215.64983041517283,3.6464515110293263,0.0,0.9155206714075109,12
11,0.75,0.15,1.8871530846308922,4.803990152147081,0.39283033995967986,19.122876186514063,47.66524380575232,80.96598282736032,218.5308795400663,8.014686078535723,44.44444444444444,0.920260493638824,6
12,0.25,0.1,2.339574631273453,3.463311619228787,0.6755310779093079,11.761878415683604,73.71528918809128,54.02446082275288,219.42217351622207,4.14918245778129,11.11111111111111,0.9232908855011096,10
13,0.5,0.15,1.9556180207226297,2.4424753453996444,0.8006705264828973,19.3311095991681,106.1390891445505,79.69401572681635,229.4247676675503,10.846636921440853,55.55555555555556,0.9114300647607673,2
14,0.0,0.15,2.524254679338221,1.672189262178209,1.5095508244384392,9.323049463198494,154.64751953722975,43.91557403811895,208.72025297665292,2.9513524152405086,11.11111111111111,0.9492777602675262,5
15,0.5,1.0,1.775290717639682,1.5142261187235515,1.1724079354384669,63.54972964987693,248.7937410748509,137.45834541462986,333.0711677890864,47.10034674507206,100.0,0.7379288738915255,0
16,0.75,0.2,1.364088235204252,5.78634688589308,0.2357425612574064,29.700190887231177,50.25265453692325,157.1845888675688,247.4299080195445,34.61603995040097,33.33333333333333,0.7739789273505727,9
17,0.75,0.7,1.2797741382273724,1.8114376068115234,0.7064963945846413,50.31344186847672,171.70501180163262,195.27451895097494,278.8538917772029,41.40125060798251,100.0,0.7440408255864595,0
18,0.0,0.1,2.7538167667778652,2.4234189192454023,1.1363354246798327,9.977944743829294,99.73719010280892,34.94842228573597,200.77841211942015,1.3465278435384072,0.0,0.9891454195879531,7
19,0.25,1.0,2.1968677264098897,1.2887222501966689,1.7046867360865625,15.410331819789658,186.26214274084688,65.29997068478042,234.08918703680476,8.327140789109729,22.22222222222222,0.9081523836809181,0
20,0.25,0.2,2.3403031739054656,1.436755445268419,1.6288806711070045,11.959647620014978,151.22055353926075,53.14328469835258,215.97911598333647,3.4294148292856526,22.22222222222222,0.9765329967187443,0
21,0.75,0.4,1.487529862444256,2.5749837292565236,0.5776851502179204,30.980240631075713,92.1829251551397,129.3385180917204,233.33762514026785,25.48950115028132,100.0,0.7546955169017254,0
22,0.0,0.4,2.9317544665163,0.5650010638766818,5.188936187837321,10.324836380366897,353.0815324851945,30.032148226112152,199.12448508466045,0.9724841970021565,0.0,1.0204678803021165,0
23,0.5,0.4,2.0372134512069997,1.413155158360799,1.4416063509757004,36.83003152642138,208.70049642173183,90.81703858009436,281.94329561775555,26.2738689046839,77.77777777777779,0.8420634334036173,0
