Start Time: 9/10/2024 3:51:21 PM
RDT Sample Rate: 500
Force Units: N
Counts per Unit Force: 1000000
Torque Units: Nm
Counts per Unit Torque: 1000000
Status (hex), RDTSequence, F/T Sequence, Fx , Fy , Fz , Tx , Ty , Tz , Time 
0x0, 86532, 36596, -0.018656, -0.007179022, 0.004498959, -0.0003880002, -0.0003109993, 0.0004080012, 15:51:21.082
0x0, 86533, 36597, -0.01463801, -0.01562703, 0.001486778, 9.799935E-05, -0.0001429999, -3.799796E-05, 15:51:21.090
0x0, 86534, 36598, -0.018484, -0.01216698, 0.00726366, 8.499995E-05, -0.0003049998, 0.0004580021, 15:51:21.096
0x0, 86535, 36599, -0.001824006, -0.01228404, 0.001330853, 4.00003E-06, 0.0002930006, 0.0006910004, 15:51:21.105
0x0, 86536, 36600, -0.0005380064, 0.01143193, 0.006189823, -0.0001100004, -4.599988E-05, 0.0004620031, 15:51:21.112
0x0, 86537, 36601, -0.012327, -0.002323031, 0.01164103, -0.0001100004, 0.0003460003, 0.0003970005, 15:51:21.122
0x0, 86538, 36602, -0.019308, 0.00284493, 0.002668858, -0.0003479999, -0.0004079994, 0.0005540028, 15:51:21.130
0x0, 86539, 36603, -0.020078, 0.001541018, 0.009147644, -0.0003350005, -0.0001539998, 0.0005060025, 15:51:21.137
0x0, 86540, 36604, -0.026131, -0.01033103, 0.02196884, -9.999983E-05, -7.899944E-05, 0.0003700033, 15:51:21.145
0x0, 86541, 36605, -0.0115, 5.495548E-05, 0.02109766, 3.500003E-05, 6.10007E-05, 0.0002600029, 15:51:21.153
0x0, 86542, 36606, 0.001958996, 0.01183593, -0.00460434, -0.0001770006, 0.0003420003, 0.0002980009, 15:51:21.161
0x0, 86543, 36607, 0.0006929934, -0.00335598, 0.001456738, -0.0006280001, 6.300025E-05, 0.0004540011, 15:51:21.170
0x0, 86544, 36608, -0.00693801, 0.01710498, 0.003901005, -0.0004380001, -5.899929E-05, 0.001062002, 15:51:21.176
0x0, 86545, 36609, -0.003494009, 0.006256938, -0.009277344, -0.0003540004, -4.199985E-05, 0.001201, 15:51:21.185
0x0, 86546, 36610, -0.02696501, -0.02506697, -0.003777981, -7.000007E-05, -0.0002469998, 0.000957001, 15:51:21.193
0x0, 86547, 36611, -0.008889005, 0.01147795, 0.0002636909, 0.0003889995, -0.000492, 0.0005740002, 15:51:21.201
0x0, 86548, 36612, -0.007578, 0.009218931, -0.001429081, -9.59998E-05, 2.699997E-05, 0.000953, 15:51:21.210
0x0, 86549, 36613, -0.008476004, 0.004964948, 0.01266193, -8.400064E-05, 0.000178, 0.0006420016, 15:51:21.216
0x0, 86550, 36614, -0.002406999, 0.002498984, 0.02673578, -0.0004409999, -7.599965E-05, 0.0004970022, 15:51:21.224
0x0, 86551, 36615, 0.007554993, 0.005165935, 0.01133966, -0.0003190003, 3.600027E-05, 0.0006220005, 15:51:21.232
0x0, 86552, 36616, -0.01126601, 0.004143953, 0.01748896, 7.599965E-05, -0.0002279999, 0.001297001, 15:51:21.242
0x0, 86553, 36617, -0.034695, -0.007784963, -0.004849434, -0.0001929998, 7.40001E-05, 0.0004690029, 15:51:21.249
0x0, 86554, 36618, -0.019519, -0.004183054, 0.004576683, 7.40001E-05, -0.0001089992, 0.0005180016, 15:51:21.257
