Start Time: 9/10/2024 3:36:30 PM
RDT Sample Rate: 500
Force Units: N
Counts per Unit Force: 1000000
Torque Units: Nm
Counts per Unit Torque: 1000000
Status (hex), RDTSequence, F/T Sequence, Fx , Fy , Fz , Tx , Ty , Tz , Time 
0x0, 73246, 57540, -0.04215501, -0.004119039, 0.01208305, -0.000732, 0.0002569994, -0.0008220002, 15:36:30.980
0x0, 73247, 57541, -0.018298, -0.0002350807, 0.02103329, -4.599988E-05, 0.0001929998, -0.001224, 15:36:30.987
0x0, 73248, 57542, -0.01876001, -0.0001289845, 0.0191164, 0.0002469998, -1.899991E-05, -0.0004330017, 15:36:30.995
0x0, 73249, 57543, -0.01326001, 0.01169991, 0.01873732, 0.0001090001, 0.0002269996, -0.0008030012, 15:36:31.002
0x0, 73250, 57544, -0.004184008, 0.01795995, 0.02032137, -6.799959E-05, 0.001046999, -0.001015, 15:36:31.011
0x0, 73251, 57545, -0.007835001, 0.008690953, 0.0008263588, -0.001185, 0.0005879998, -0.0006989986, 15:36:31.020
0x0, 73252, 57546, 0.01570499, 0.005224943, 0.03384542, -0.0005959999, -0.0003730003, -0.001173001, 15:36:31.027
0x0, 73253, 57547, -0.016183, -0.002797008, 0.01259041, -0.0003119996, -0.0002890006, -0.001030002, 15:36:31.035
0x0, 73254, 57548, -0.02494, 0.01092994, 0.02974701, -0.0002429998, 0.0003499994, -0.0004779994, 15:36:31.043
0x0, 73255, 57549, -0.007079005, 0.01964593, 0.03507137, 0.0006259996, 0.0005580001, -0.0004330017, 15:36:31.051
0x0, 73256, 57550, -0.0004800111, 0.009190917, 0.02956343, -0.0003129998, 0.001015999, -0.001249, 15:36:31.060
0x0, 73257, 57551, 0.002974987, 0.024827, 0.004778385, -0.0004049996, 0.0006529996, -0.0006779991, 15:36:31.068
0x0, 73258, 57552, -0.008586004, 0.007907987, 0.01747417, -0.001126, 0.0004499992, -0.001178999, 15:36:31.076
0x0, 73259, 57553, -0.029329, 0.008289933, 0.02538919, -0.0004749997, 0.0002859998, -0.001074001, 15:36:31.083
0x0, 73260, 57554, -0.017781, 0.009043932, 0.02364826, 0.0005289996, 3.1E-05, 0.0001460016, 15:36:31.091
0x0, 73261, 57555, -0.01195201, 0.01364493, 0.02047205, 0.0005869996, 2.19997E-05, -0.0007489994, 15:36:31.100
0x0, 73262, 57556, -0.007775009, 0.003301978, 0.01481724, -6.99982E-06, 0.0004739994, -0.0003550015, 15:36:31.107
0x0, 73263, 57557, -0.026234, -0.004688978, 0.02757025, -0.0009629996, 0.001025, -0.001247, 15:36:31.116
0x0, 73264, 57558, -0.005816013, 0.01469195, 0.01899719, -0.0009909999, 0.0007489994, -0.0009920001, 15:36:31.122
0x0, 73265, 57559, -0.02650401, 0.02776802, 0.009081364, -0.0002359999, 0.0003819996, -0.0009929985, 15:36:31.131
0x0, 73266, 57560, -0.01254201, -0.01393008, 0.02031803, -0.0005310001, 0.0002719993, -0.0008089989, 15:36:31.140
0x0, 73267, 57561, -0.022275, -0.00187099, 0.03453398, 0.0001450004, 0.0004420001, -0.001019999, 15:36:31.148
0x0, 73268, 57562, -0.02712001, -0.01046705, 0.02803802, 0.0001950003, 0.0006189998, -0.0009730011, 15:36:31.156
0x0, 73269, 57563, -0.02311501, 0.01710296, 0.01995707, -8.099992E-05, 0.000643, -0.0009209998, 15:36:31.163
0x0, 73270, 57564, 0.004896998, 0.01290298, 0.03208923, -0.0007119998, 0.0005819993, -0.0004950017, 15:36:31.171
0x0, 73271, 57565, -0.002589002, 0.01013601, 0.01979542, -0.001012, 0.0002149995, -0.0008150004, 15:36:31.180
0x0, 73272, 57566, -0.022788, 0.01680493, 0.01368904, -0.000159, 0.0001619998, -0.0009690002, 15:36:31.188
0x0, 73273, 57567, -0.02685301, -0.003242016, 0.01072311, -0.0001010001, 0.0004179999, -0.000585001, 15:36:31.195
