Start Time: 9/10/2024 3:47:03 PM
RDT Sample Rate: 500
Force Units: N
Counts per Unit Force: 1000000
Torque Units: Nm
Counts per Unit Torque: 1000000
Status (hex), RDTSequence, F/T Sequence, Fx , Fy , Fz , Tx , Ty , Tz , Time 
0x0, 54413, 4477, -0.01603301, 0.003788948, 0.008195877, 4.899967E-05, -3.200024E-05, -0.0008089989, 15:47:04.035
0x0, 54414, 4478, -0.0003900081, -0.009765029, 0.0009727478, -0.0001650006, 0.0002009999, -0.0007269979, 15:47:04.043
0x0, 54415, 4479, -0.010093, 0.0008779764, -0.008720875, -0.0005740002, -0.0005750004, -0.0009690002, 15:47:04.051
0x0, 54416, 4480, -0.01573101, 0.01084197, -0.008941174, -0.000519, -0.0007080007, -0.0004360005, 15:47:04.060
0x0, 54417, 4481, -0.007287011, -0.007980943, 0.00324297, -7.600058E-05, -0.0002360009, -0.0008409992, 15:47:04.068
0x0, 54418, 4482, -0.01197101, -0.004868984, 0.006696701, 0.0002379995, -0.0003850004, -0.000248, 15:47:04.076
0x0, 54419, 4483, -0.001054004, -0.01813805, 0.01265478, 0.0006599994, -0.0002240008, -0.0002899989, 15:47:04.082
0x0, 54420, 4484, 0.0008209944, 0.01378202, 0.01027012, 0.0002699997, -0.0001500007, -0.0003799982, 15:47:04.091
0x0, 54421, 4485, 0.003948987, -0.002593994, 0.007224083, -0.000759, -0.0001830002, -0.0007359982, 15:47:04.099
0x0, 54422, 4486, -0.012722, 0.006860971, 0.003349781, -0.0007239999, 8.399971E-05, -0.0006169975, 15:47:04.108
0x0, 54423, 4487, -0.01421401, 0.005220056, 0.01716375, -0.000701, -0.0005840007, -0.0002279989, 15:47:04.116
0x0, 54424, 4488, -0.0005990118, 0.006958008, 0.005396843, -1.000054E-05, -0.0002640001, -0.000785999, 15:47:04.122
0x0, 54425, 4489, -0.01581101, -0.001742005, -0.0063591, 6.899983E-05, -0.0005210005, -0.0002820008, 15:47:04.131
0x0, 54426, 4490, -0.004197001, -0.006435037, 0.02030993, 0.0001699999, 0.0002609994, -0.0005729981, 15:47:04.140
0x0, 54427, 4491, -0.00613901, 0.01324201, 0.015769, -3.300048E-05, 0.0003629997, -0.0004890002, 15:47:04.148
0x0, 54428, 4492, -0.013842, -0.003543973, -0.009419918, -0.0007390007, 4.099961E-05, -0.00116, 15:47:04.156
0x0, 54429, 4493, -0.015699, -0.001803041, -0.0004191399, -0.0005820002, -0.0002230005, -0.0007259995, 15:47:04.162
0x0, 54430, 4494, -0.005795002, -0.01937199, 0.0005340576, -0.0005450007, -0.000678, -0.001187999, 15:47:04.172
0x0, 54431, 4495, -0.01752301, -0.001458049, 0.0006699562, -0.0003080005, -5.799998E-05, -0.0004389994, 15:47:04.180
0x0, 54432, 4496, -0.009031013, -0.01988602, 0.008455753, -5.799998E-05, -0.000306, -0.0007609986, 15:47:04.188
0x0, 54433, 4497, -0.003726006, -0.005987048, 0.01735687, -0.0003730003, 0.0003259992, -0.0005900003, 15:47:04.195
0x0, 54434, 4498, -0.0008070022, -0.01124895, 0.0161128, -0.0006929999, -9.000022E-05, -0.0004450008, 15:47:04.204
0x0, 54435, 4499, 0.005153, 0.005959034, 0.02522612, -0.0006680004, -0.0001890007, -0.0006259978, 15:47:04.211
0x0, 54436, 4500, -0.02896401, 0.0003789663, 0.01743507, -0.0004430003, -0.0003120005, -0.0009269975, 15:47:04.219
0x0, 54437, 4501, -0.02415201, -0.00703299, -0.01435232, -0.0001770006, -0.0005720006, -0.0003510006, 15:47:04.227
0x0, 54438, 4502, -0.021401, 0.005566001, 0.01074886, 0.0001359992, -0.0006210003, -0.0006789975, 15:47:04.235
0x0, 54439, 4503, -0.007640004, -0.03106201, -0.005410194, -0.0003450001, -0.0001040008, -0.0004360005, 15:47:04.244
0x0, 54440, 4504, -0.002121001, -0.003419995, 0.009533882, -0.0002669999, 3.399979E-05, -9.999797E-05, 15:47:04.251
0x0, 54441, 4505, 0.001536995, -0.002064943, 0.01626873, -0.0004350003, -9.000022E-05, -0.0009539984, 15:47:04.259
0x0, 54442, 4506, 0.001203001, 0.008771062, 0.009064674, -0.0006580008, -0.0009640008, -0.0005580001, 15:47:04.268
0x0, 54443, 4507, -0.01710701, -0.002138972, -0.007789135, -0.0005010003, -0.0004000003, -0.0006540008, 15:47:04.274
0x0, 54444, 4508, -0.02569501, -0.01809597, 0.01645184, -0.0006560003, -2.500042E-05, -0.0006220005, 15:47:04.283
0x0, 54445, 4509, -0.024673, -0.01297605, -0.003722191, 0.0001189997, -0.0005100006, -0.001430999, 15:47:04.292
0x0, 54446, 4510, -0.01168101, -0.002097964, 0.02042198, 1.899991E-05, 6.49998E-05, -0.001015, 15:47:04.300
0x0, 54447, 4511, 0.0004259944, -0.006700993, 0.01428699, -0.0001080008, 0.0003669998, -0.0005199984, 15:47:04.307
0x0, 54448, 4512, -0.004448012, 0.003002048, 0.008713722, -7.300079E-05, -0.0001380006, -0.0004809983, 15:47:04.315
0x0, 54449, 4513, -0.003804013, 0.003401995, 0.00868988, -0.0004010005, -0.0004360005, -0.0003039986, 15:47:04.323
0x0, 54450, 4514, -0.009960011, -0.01391101, -0.002858162, -0.0005750004, -0.000732, -0.0005869977, 15:47:04.331
0x0, 54451, 4515, -0.01063201, -0.008682966, 0.001015663, 0.0001769997, -0.0005020006, 9.699911E-05, 15:47:04.339
0x0, 54452, 4516, -0.01834501, -0.003821015, 0.007813931, 0.0001889998, -0.0002350006, -9.400025E-05, 15:47:04.347
0x0, 54453, 4517, -0.01251201, -0.009611011, 0.01253986, -0.0003210008, -0.0001440002, -0.0007160008, 15:47:04.355
0x0, 54454, 4518, -0.009486005, 0.008762002, 0.01311684, 0.0001269998, 1.199916E-05, -0.0002619997, 15:47:04.364
0x0, 54455, 4519, -0.011271, 0.01189995, 0.004265785, -0.0002660006, -0.0003070002, -0.0001279972, 15:47:04.370
0x0, 54456, 4520, 9.199977E-05, 0.008010983, 0.006352901, -0.0005680006, -0.00074, -0.0007379986, 15:47:04.379
0x0, 54457, 4521, -0.02015601, -0.002547026, 0.0169158, -0.0001150006, -0.0006750003, -0.0005239993, 15:47:04.386
0x0, 54458, 4522, -0.016038, -0.004716992, 0.01417685, -0.0001260005, -0.0008800002, -0.0008039996, 15:47:04.395
0x0, 54459, 4523, -0.009754002, 0.0004450083, 0.01602602, 0.0001489995, -0.0002650004, -0.0004419982, 15:47:04.403
0x0, 54460, 4524, -0.0004370064, 0.002886057, -0.008098125, 8.199923E-05, 0.0001209993, -0.0004910007, 15:47:04.412
0x0, 54461, 4525, -0.008911014, -0.008116007, 0.005994797, -0.0007760003, 0.0002359999, -0.0002719983, 15:47:04.419
0x0, 54462, 4526, -0.001762003, 0.001890063, -0.0005431175, -0.0007540006, -0.0002490003, -0.0004079975, 15:47:04.426
0x0, 54463, 4527, -0.003385007, 0.001173019, 0.0005559921, -0.0004070001, -0.0006290004, -0.000804998, 15:47:04.435
0x0, 54464, 4528, -0.03447901, -0.01422703, 0.002893925, -0.0001380006, -0.0001090001, -0.0003869981, 15:47:04.443
0x0, 54465, 4529, -0.02655701, -0.008962989, 0.001873016, 0.0001289994, -0.0003630007, -0.0007869974, 15:47:04.452
0x0, 54466, 4530, 0.002932996, 0.003541946, 0.022048, -0.0003080005, -0.0003320007, -0.0002130009, 15:47:04.459
0x0, 54467, 4531, 0.01863699, -0.004662991, -0.0004959106, -0.0005600005, -0.0001530005, -0.001107998, 15:47:04.467
0x0, 54468, 4532, -0.003578007, 0.003473043, 0.004106998, -0.0002060002, 9.300001E-05, -0.0002079979, 15:47:04.475
0x0, 54469, 4533, -0.007641003, 0.01565504, -0.005733967, -0.0008620005, -0.0004280005, -0.0008060001, 15:47:04.483
0x0, 54470, 4534, -0.014816, -0.007627964, -0.007076263, -0.0001670001, -0.0004360005, -0.0002410002, 15:47:04.492
0x0, 54471, 4535, -0.02225201, 0.006863952, -0.007320881, 0.0004209997, -0.0004440006, 9.400025E-05, 15:47:04.499
0x0, 54472, 4536, -0.007861003, -0.004281044, 0.01875973, 0.0001029996, -0.000465, -0.0005229972, 15:47:04.506
0x0, 54473, 4537, -0.01982901, 0.0002920628, 0.007334709, -0.0003540004, 0.000368, -0.0004939996, 15:47:04.515
0x0, 54474, 4538, -0.00308001, 0.002266049, 0.007847786, -0.0008030003, 0.0002269996, -0.0003639981, 15:47:04.523
0x0, 54475, 4539, -0.005778, 0.01840103, 0.009002686, -0.0006039999, -0.0001050001, -0.0008630008, 15:47:04.532
0x0, 54476, 4540, -0.01504101, -0.001104951, -0.004851341, -0.0005620001, -0.0002310006, -0.0002599992, 15:47:04.539
0x0, 54477, 4541, -0.01773101, -0.006422043, -0.008445263, -0.0004850002, -0.0005520005, -0.0001069978, 15:47:04.546
0x0, 54478, 4542, -0.003863007, -0.002158999, 0.01155281, 0.000147, -0.0009030001, -0.0003399998, 15:47:04.555
0x0, 54479, 4543, -0.01070301, -0.01441896, 0.0162487, 8.399971E-05, 0.0001369994, -0.0005280003, 15:47:04.563
0x0, 54480, 4544, -0.004962012, -0.015764, 0.01182985, -0.000372, 7.099938E-05, -0.0004520006, 15:47:04.572
0x0, 54481, 4545, 0.005536988, 0.01271796, 0.02046394, -0.0003010007, -0.0002510007, -0.0009999983, 15:47:04.579
0x0, 54482, 4546, -0.002435014, -0.003286004, 0.01241207, -0.0006680004, -0.0003350005, -0.0008419976, 15:47:04.586
0x0, 54483, 4547, -0.01052301, 0.01137197, -0.001787186, -0.0004060008, -0.0005820002, -0.0001319982, 15:47:04.595
0x0, 54484, 4548, -0.001727, -0.001767993, 0.01211882, -0.0007060003, -0.001009, -0.0005389974, 15:47:04.603
0x0, 54485, 4549, -0.021908, -0.004374981, 0.01863289, 3.399979E-05, -0.0008190004, -0.0002069995, 15:47:04.612
0x0, 54486, 4550, -0.013182, -0.02855301, 0.01910973, -7.600058E-05, 3.799982E-05, -0.001201, 15:47:04.620
0x0, 54487, 4551, -0.008993, -0.01435399, 0.009160042, -0.0006400002, 0.0003569992, -0.0003009997, 15:47:04.626
0x0, 54488, 4552, -0.01565801, 0.00366497, 0.02006197, -0.0005260007, -8.000061E-05, -0.0003499985, 15:47:04.635
0x0, 54489, 4553, -0.010359, 0.006229997, -0.01233292, -0.0008580005, -0.000554, -0.0009049997, 15:47:04.643
0x0, 54490, 4554, -0.03644401, -0.002833009, -0.003036022, -0.000488, -0.0001350008, -0.0005619973, 15:47:04.652
0x0, 54491, 4555, -0.011519, -0.01195705, 0.007701874, -6.500073E-05, -0.0004820004, -0.0006520003, 15:47:04.659
0x0, 54492, 4556, -0.02147801, -0.01619899, 0.01688671, 0.000182, -0.000151, -0.0003699996, 15:47:04.666
0x0, 54493, 4557, -0.01734, -0.01009095, 0.01101112, 0.0004449999, -0.0001300005, -0.0006279983, 15:47:04.674
0x0, 54494, 4558, -0.005996004, -0.009117007, 0.002113819, -0.0003730003, -0.0002669999, -0.0007129982, 15:47:04.683
0x0, 54495, 4559, 0.003167987, 0.0002180338, -0.003510952, -0.000732, -0.0003599999, -0.0006549992, 15:47:04.691
0x0, 54496, 4560, -0.01624301, -0.005275011, -0.00951004, -0.0009409999, -0.0004690001, -0.0003149994, 15:47:04.700
0x0, 54497, 4561, -0.00970301, -0.005936027, 0.01359177, -0.000616, -0.0006659999, 0.0001070015, 15:47:04.707
0x0, 54498, 4562, -0.015374, -0.01738298, 0.01638794, 5.299971E-05, -0.0006300006, -0.0001899973, 15:47:04.715
0x0, 54499, 4563, -0.007696003, -0.005563021, 0.007183075, 0.0001729997, -0.0001660008, -8.999929E-05, 15:47:04.723
0x0, 54500, 4564, -0.0009380132, -0.002861023, -0.008264065, -0.0001450004, 0.0007199999, -0.0007149987, 15:47:04.732
0x0, 54501, 4565, -0.009554014, 0.01719105, 0.02270412, -0.0001580007, 0.0001959996, -0.0005479977, 15:47:04.740
0x0, 54502, 4566, -0.01316901, 0.01923704, 0.006428719, -0.0003440008, -0.0004890002, -0.0007460006, 15:47:04.747
0x0, 54503, 4567, 0.007964998, 0.009281993, 0.00141573, -0.0007680003, -0.0007540006, -0.0004639998, 15:47:04.755
0x0, 54504, 4568, -0.01820001, -0.00791204, 0.007759094, -6.000046E-05, -0.000434, -0.0002180003, 15:47:04.763
0x0, 54505, 4569, -0.02250801, -0.009456992, 0.0009207726, -0.0001150006, 2.799928E-05, -0.0002849996, 15:47:04.772
0x0, 54506, 4570, -0.002757013, 0.009858966, 0.006919861, 0.0003249999, -0.0001170002, -0.0002699979, 15:47:04.780
0x0, 54507, 4571, -0.01151401, 0.001315951, 0.01998901, -0.0001050001, 0.0003089998, -0.0003900006, 15:47:04.788
0x0, 54508, 4572, -0.020639, -0.004879951, -0.006047249, -0.0006659999, -0.0001040008, -0.0007019974, 15:47:04.795
0x0, 54509, 4573, -0.014238, 0.020468, 0.01661968, -0.0006010002, -0.0003890004, -0.0001679994, 15:47:04.803
0x0, 54510, 4574, -0.012739, -0.001423955, -0.003351212, -0.0005830005, -0.0003480008, -0.0005370006, 15:47:04.812
0x0, 54511, 4575, -0.0003219992, -0.01022804, -0.005485058, -0.000147, -0.0008980008, -0.000843998, 15:47:04.820
0x0, 54512, 4576, -0.01061201, -0.01582801, -0.01051712, 0.000217, -0.0003590006, -0.0005629994, 15:47:04.828
0x0, 54513, 4577, -0.013795, 0.004364014, 0.005847931, 5.59995E-05, 0.0001789993, -0.0009819977, 15:47:04.835
0x0, 54514, 4578, 0.006280988, 5.960464E-06, 0.002597809, -0.0003850004, 9.59998E-05, -0.0009239987, 15:47:04.843
0x0, 54515, 4579, -0.002893001, -0.004264951, 0.01157808, -0.0006710002, -0.0001030006, -0.0008039996, 15:47:04.852
0x0, 54516, 4580, -0.014898, 0.0004910231, 0.007515907, -0.001077, -0.0006990004, -0.0008700006, 15:47:04.860
0x0, 54517, 4581, -0.02665901, -0.01099896, 0.01350784, -0.0004960001, -0.0001650006, -0.0005419999, 15:47:04.868
0x0, 54518, 4582, -0.00859201, -0.001119971, -0.00647831, -0.0002580006, -0.0008400008, -0.0001510009, 15:47:04.875
0x0, 54519, 4583, -0.001796007, -0.006651044, 0.01576281, -2.699997E-05, -0.0008420004, -0.0004840009, 15:47:04.883
0x0, 54520, 4584, -0.008821011, 0.003790021, 0.005626678, -0.0001730006, -0.0004020007, -0.001020998, 15:47:04.891
0x0, 54521, 4585, -0.007289007, 0.005825996, 0.001967907, -2.100039E-05, 0.0002489993, -0.0003729984, 15:47:04.900
0x0, 54522, 4586, 0.002621993, -0.009238958, 0.0009317398, -0.0005910005, 9.999983E-05, -0.0004820004, 15:47:04.908
0x0, 54523, 4587, -0.004667014, 0.006289005, -0.003993034, -0.000709, -0.0003890004, -0.0005269982, 15:47:04.914
