Start Time: 9/10/2024 3:40:30 PM
RDT Sample Rate: 500
Force Units: N
Counts per Unit Force: 1000000
Torque Units: Nm
Counts per Unit Torque: 1000000
Status (hex), RDTSequence, F/T Sequence, Fx , Fy , Fz , Tx , Ty , Tz , Time 
0x0, 5303, 20903, 0.01529899, 0.004583955, 0.02472019, -0.0007340005, -0.0001969999, -9.199977E-05, 15:40:31.163
0x0, 5304, 20904, 0.0002029985, -0.007936001, 0.0005822182, -0.0008490002, -0.0004000003, -4.599988E-05, 15:40:31.171
0x0, 5305, 20905, -0.003196001, -0.008786082, 0.02167082, -0.0006820001, -0.0008620005, 0.0003789999, 15:40:31.180
0x0, 5306, 20906, 0.002611995, -0.02396202, 0.003642082, -0.0001680003, -0.0005930001, -7.900223E-05, 15:40:31.188
0x0, 5307, 20907, 0.010078, -0.009481072, 0.002596855, 6.99982E-06, -0.000949, 0.0001299977, 15:40:31.195
0x0, 5308, 20908, 0.009629995, -0.01762903, 0.002159119, -0.0004930003, -0.0001720004, -0.0003219992, 15:40:31.203
0x0, 5309, 20909, -0.010323, 0.003812909, 0.003795147, -0.0007170001, 0.0001889998, -0.0002190024, 15:40:31.212
0x0, 5310, 20910, 0.003196999, -0.0009330511, 0.02476788, -0.0006320002, -4.100055E-05, 0.0001810007, 15:40:31.220
0x0, 5311, 20911, 0.00406, 0.005358934, -0.0004367828, -0.0007180003, -0.0005860003, -0.0001850016, 15:40:31.227
0x0, 5312, 20912, -0.002296001, -0.0124861, 0.0120492, -0.0002760002, -0.0004860004, -0.0004310012, 15:40:31.235
0x0, 5313, 20913, -0.017802, -0.02002907, 0.01995707, 8.299947E-05, -0.001028, -0.0002849996, 15:40:31.243
0x0, 5314, 20914, 0.005006999, -0.01641905, 0.007288933, 0.0003039995, -0.000275, 0.000314001, 15:40:31.251
0x0, 5315, 20915, 0.009588003, 0.01442599, 0.004579067, -4.999992E-05, -0.0001750002, 0.0002949983, 15:40:31.260
0x0, 5316, 20916, 0.004271001, -0.001252055, 0.029109, -0.0006360002, -0.0002950002, -0.0005690008, 15:40:31.267
0x0, 5317, 20917, -4.200637E-05, -0.010432, 0.009726048, -0.001154, -0.0004449999, -3.900006E-05, 15:40:31.275
0x0, 5318, 20918, 2.70009E-05, -0.006787062, 0.02340126, -0.0006189998, -0.0002509998, 0.0004599988, 15:40:31.283
0x0, 5319, 20919, -0.03248902, -0.01247501, -0.002010822, -0.0004430003, -0.0007619997, -0.0003009997, 15:40:31.292
0x0, 5320, 20920, -0.004270002, -0.0027771, 0.01757288, 0.0004960001, -0.0006950004, 0.000262998, 15:40:31.299
0x0, 5321, 20921, -0.006528005, -0.01717806, 0.02186394, 7.999968E-05, -0.0004559997, -0.0003169999, 15:40:31.307
0x0, 5322, 20922, 0.004723996, 0.004191995, 0.03993082, -0.0004900005, 4.499964E-05, -0.0005839989, 15:40:31.315
0x0, 5323, 20923, 0.008448005, -0.0002840757, 0.01034403, -0.0009580003, 1.099985E-05, 2.500042E-05, 15:40:31.323
0x0, 5324, 20924, 0.007944003, -0.006681085, 0.01423883, -0.001031, -0.0001800004, 6.600097E-05, 15:40:31.331
0x0, 5325, 20925, 0.01254299, -0.006456017, 0.01478386, -0.0002500005, -0.001084, 4.99934E-06, 15:40:31.339
0x0, 5326, 20926, 0.004138991, -0.03086603, 0.007826805, 0.0001799995, -0.0005520005, 0.0002680011, 15:40:31.347
0x0, 5327, 20927, -0.008688003, -0.02198803, 0.01368093, 0.0001529995, -0.0005339999, 0.000434, 15:40:31.355
0x0, 5328, 20928, 0.007367, -0.01426506, 0.02270794, -0.0001520002, -0.0001739999, 4.39994E-05, 15:40:31.363
0x0, 5329, 20929, 0.007396996, 0.006356955, 0.02971792, -0.000612, -0.000484, -0.0009829998, 15:40:31.371
0x0, 5330, 20930, 0.006241992, -0.006536007, 0.01024008, -0.0009749997, -0.0003840001, 0.0001319982, 15:40:31.379
0x0, 5331, 20931, -0.008319005, -0.01315904, 0.01179314, -0.0007530004, -0.0003279997, -0.0003440008, 15:40:31.387
0x0, 5332, 20932, -0.01020201, -0.01581001, 0.0111661, -0.0005090004, -0.0007619997, 0.000209, 15:40:31.395
0x0, 5333, 20933, 0.006236002, -0.0416981, 0.01624823, -0.0001010001, -0.0009019999, -0.0002240017, 15:40:31.403
0x0, 5334, 20934, 0.018913, -0.007779002, 0.01182318, -0.0002199998, -0.0003150003, -0.0005460009, 15:40:31.411
0x0, 5335, 20935, 0.007027999, 0.001233935, 0.02388906, -0.0003690002, 0.0002720002, -4.99934E-06, 15:40:31.420
0x0, 5336, 20936, 0.004271001, 0.009528995, 0.01240015, -0.0006820001, -0.00024, 0.0003219992, 15:40:31.427
0x0, 5337, 20937, 0.01687999, -0.025805, 0.01546001, -0.001078, -0.0008990001, -0.0002080016, 15:40:31.436
0x0, 5338, 20938, -0.006971002, -0.004263997, 0.01794195, -0.0006590001, -0.0006860001, -0.0004989989, 15:40:31.443
0x0, 5339, 20939, -0.007503003, -0.01975203, 0.01982021, -0.0003289999, -0.0006630002, 0.0004949979, 15:40:31.451
0x0, 5340, 20940, -0.006289005, -0.02523601, 0.01464891, -0.0002420004, -0.0006769998, -0.0006260015, 15:40:31.459
0x0, 5341, 20941, 0.02488999, -0.01599705, 0.03203297, -0.0001800004, -0.0005069999, -7.199869E-05, 15:40:31.466
0x0, 5342, 20942, 0.01523599, -0.01100099, 0.01525497, -0.0006360002, -0.0003660005, 0.0001979992, 15:40:31.475
0x0, 5343, 20943, 0.009217992, 0.016783, 0.02526188, -0.0007600002, -2.100039E-05, 3.49991E-05, 15:40:31.483
0x0, 5344, 20944, 0.002850994, -0.01679504, 0.01441717, -0.000763, -0.000759, -0.0005640015, 15:40:31.491
0x0, 5345, 20945, 0.004161999, -0.007831097, 0.02355099, -0.0006609997, -0.0009030001, -0.0004470013, 15:40:31.499
0x0, 5346, 20946, -0.00355801, -0.006397009, 0.01501322, -0.0005339999, -0.0008159997, -0.0001659989, 15:40:31.507
0x0, 5347, 20947, -0.007036999, -0.01033509, 0.01811409, -2.000481E-06, -0.000341, 0.0002549998, 15:40:31.515
0x0, 5348, 20948, 0.01063199, -0.01752603, 0.03904724, -0.0004789997, -0.0001640003, -0.000171002, 15:40:31.523
0x0, 5349, 20949, 0.016451, -0.01313102, 0.008067131, -0.00107, -0.000337, -2.000108E-05, 15:40:31.531
0x0, 5350, 20950, 0.008687004, -0.001966, 0.01815224, -0.0005919999, -0.0002000006, -3.600121E-05, 15:40:31.539
0x0, 5351, 20951, -0.006491005, -0.005717993, 0.01757622, -0.0002500005, -0.0005210005, 0.00031, 15:40:31.547
0x0, 5352, 20952, -0.003973007, -0.01654506, 0.02027893, -0.0004759999, -0.0009479998, 0.0001030006, 15:40:31.555
0x0, 5353, 20953, 0.002947003, -0.00346005, 0.009440899, 0.0003269995, -0.0008020001, 0.0001179986, 15:40:31.563
0x0, 5354, 20954, -0.001319006, -0.01092803, 0.02490711, -1.099985E-05, -0.0001619998, -6.400049E-05, 15:40:31.571
0x0, 5355, 20955, 0.011373, 0.003354907, 0.02172089, -0.0002619997, 6.399956E-05, 8.900091E-05, 15:40:31.579
0x0, 5356, 20956, 0.01514299, 0.01006198, 0.02968216, -0.0009740004, -0.0003319997, -2.200156E-05, 15:40:31.587
0x0, 5357, 20957, -0.003630996, 0.001421928, 0.02271795, -0.0008779997, -3.200024E-05, -0.000419002, 15:40:31.595
0x0, 5358, 20958, -0.008535996, -0.01054609, 0.008657932, -0.0008859998, -0.0006189998, 8.099899E-05, 15:40:31.603
0x0, 5359, 20959, -0.002637997, -0.02692807, 0.01957798, -0.0002239998, -0.0006840006, 0.0001490004, 15:40:31.611
0x0, 5360, 20960, 0.002601996, -0.02071309, 0.01456499, 4.999992E-05, -0.0004470004, -0.0001379997, 15:40:31.618
0x0, 5361, 20961, 0.006960005, -0.01262105, 0.01648998, -0.0002300004, -0.0002110004, 0.0003469996, 15:40:31.627
0x0, 5362, 20962, 0.001223996, -0.007272005, 0.00564003, -0.0008279998, -0.0001619998, -0.0005480014, 15:40:31.635
0x0, 5363, 20963, 0.003562003, -0.0005350113, 0.02092695, -0.0007929998, -0.0004489999, -0.0001449995, 15:40:31.643
0x0, 5364, 20964, -0.02415, -0.009312034, 0.01160908, -0.001069, -0.0002969997, -0.0002260022, 15:40:31.651
0x0, 5365, 20965, -0.002155006, -0.01853108, 0.0117321, -0.0001769997, -0.0005510002, -0.0006549992, 15:40:31.659
0x0, 5366, 20966, -0.009007007, -0.01959503, -0.0004711151, 1.799967E-05, -0.0005729999, 4.899874E-05, 15:40:31.667
0x0, 5367, 20967, 0.015691, -0.01214802, 0.02513218, -7.800013E-05, -0.0005600005, -0.000105001, 15:40:31.675
0x0, 5368, 20968, 0.005129993, -0.007778049, 0.01535702, -0.0005830005, 0.0002379995, 0.0003510006, 15:40:31.683
0x0, 5369, 20969, 0.01529099, 0.004037976, 0.04250002, -0.0008930005, -0.0002349997, 0.0001249984, 15:40:31.691
0x0, 5370, 20970, -0.007484004, -0.01017809, 0.01078606, -0.001044, -0.0003430005, 0.0003740005, 15:40:31.699
0x0, 5371, 20971, 0.006047994, -0.01177108, 0.02013588, -0.0006980002, -0.001111, -0.0003160015, 15:40:31.707
0x0, 5372, 20972, -0.004689008, -0.01284707, 0.03005314, 4.700013E-05, -0.0008450001, 0.0002279989, 15:40:31.715
0x0, 5373, 20973, 0.003989995, -0.02572203, 0.02139425, -0.0005210005, -0.0005320003, 0.0003600009, 15:40:31.722
0x0, 5374, 20974, -0.002228007, -0.01319408, 0.026052, -0.0001889998, -5.600043E-05, 0.0004730001, 15:40:31.730
0x0, 5375, 20975, 0.020346, -0.001576066, 0.02048588, -0.0008359998, -0.000337, 0.0006349981, 15:40:31.739
0x0, 5376, 20976, 0.008051991, 0.008253932, 0.02211285, -0.0007020002, -0.0003540004, -0.000457, 15:40:31.747
0x0, 5377, 20977, -0.003134996, -0.015203, 0.0109868, -0.001344, -0.0001410004, -0.0004159994, 15:40:31.755
0x0, 5378, 20978, -0.004255995, -0.02711201, 0.01796293, -0.0004240004, -0.0008199997, -0.0003490001, 15:40:31.763
0x0, 5379, 20979, -0.01446201, -0.02143002, 0.03866005, 0.0001210002, -0.0007159999, 0.0002660006, 15:40:31.771
0x0, 5380, 20980, -0.014911, -0.003587008, 0.007286072, 0.0001679994, -0.0004740003, 4.599988E-05, 15:40:31.779
0x0, 5381, 20981, 0.011482, -0.0121721, 0.02151394, -0.0005830005, -0.0003570002, 3.49991E-05, 15:40:31.787
0x0, 5382, 20982, 0.021561, -0.009312034, 0.004223824, -0.0008890005, 9.300001E-05, -0.0005789995, 15:40:31.796
0x0, 5383, 20983, 0.010176, -0.01191103, 0.02625608, -0.001224, -0.0001119999, -0.0004750006, 15:40:31.803
0x0, 5384, 20984, -0.003059998, -0.01016104, 0.005193233, -0.0006370004, -0.0008939998, -0.001212999, 15:40:31.811
0x0, 5385, 20985, -0.03645201, -0.03042102, 0.005987167, -0.000488, -0.0004440006, -0.0001589991, 15:40:31.818
0x0, 5386, 20986, -0.002139002, -0.02477002, 0.02232218, 0.0002800003, -0.0006200001, 8.599833E-05, 15:40:31.827
0x0, 5387, 20987, 0.001749992, -0.0246321, 0.02846909, -0.000128, -0.0004519997, -0.0004520006, 15:40:31.835
0x0, 5388, 20988, 0.004551992, -0.02249706, 0.02414608, -0.0004829997, -0.0002220003, -0.000171002, 15:40:31.843
0x0, 5389, 20989, 0.015045, -0.003006101, 0.021492, -0.0004930003, -0.0004430003, -0.0001149997, 15:40:31.851
0x0, 5390, 20990, 0.005709991, -0.002451062, 0.01198816, -0.0006820001, -0.0006570006, -0.0006089993, 15:40:31.859
0x0, 5391, 20991, -0.014948, -0.01557302, 0.006577969, -0.0009010006, -0.0007840004, -5.900115E-05, 15:40:31.867
0x0, 5392, 20992, -0.001001999, -0.008087039, 0.005515099, -1.799967E-05, -0.0009909999, 0.0001079999, 15:40:31.876
0x0, 5393, 20993, -0.01257101, -0.02307403, 0.03760481, -0.0002220003, -0.0005200002, 0.0001790002, 15:40:31.883
0x0, 5394, 20994, 0.007854, -0.005256057, 0.008162975, -1.499988E-05, -0.0003169999, 0.0003990009, 15:40:31.891
0x0, 5395, 20995, 0.007202998, -0.007598042, 0.04106426, -0.0008700006, 0.0001989994, 0.0001019984, 15:40:31.899
0x0, 5396, 20996, 0.01087099, -0.001008987, 0.01659584, -0.0008589998, -0.000372, -0.0002529994, 15:40:31.907
0x0, 5397, 20997, -0.007380009, 0.003116965, -0.001578808, -0.0009040004, -0.000213, -0.0002810024, 15:40:31.916
0x0, 5398, 20998, -0.0002769977, -0.01428807, 0.01909018, -0.0004130006, -0.00101, -0.0001359992, 15:40:31.922
0x0, 5399, 20999, -0.008640006, -0.014166, 0.02507401, -7.600058E-05, -0.0007659998, 0.0001849979, 15:40:31.930
0x0, 5400, 21000, 0.004776999, -0.02263105, 0.02289724, -0.0004249997, -0.0002770005, 2.299994E-05, 15:40:31.939
0x0, 5401, 21001, 0.001927003, -0.01436508, 0.005692959, -0.0002279999, -0.0001459997, 0.0004419982, 15:40:31.947
0x0, 5402, 21002, 0.001320004, -0.01309109, 0.00566721, -0.0007490003, -0.0003690002, -0.0004030019, 15:40:31.955
0x0, 5403, 21003, 0.007036999, -0.007483006, 0.01879597, -0.0008500004, -3.799982E-05, -0.0005079992, 15:40:31.963
0x0, 5404, 21004, -0.001011997, -0.0158211, 0.01302814, -0.0009110002, -0.0008730004, -0.0005370006, 15:40:31.970
0x0, 5405, 21005, -0.006991997, -0.001964092, 0.002768993, -0.0002939999, -0.001005, -1.500174E-05, 15:40:31.979
0x0, 5406, 21006, -0.003215998, -0.002873063, 0.0329752, 9.400025E-05, -0.0008080006, 0.0002459995, 15:40:31.987
0x0, 5407, 21007, 0.0001299977, -0.02265, 0.008485794, -0.0004420001, -0.0003150003, 5.999953E-05, 15:40:31.995
0x0, 5408, 21008, 0.01463799, -0.01832604, 0.03509903, -0.0001910003, -3.200024E-05, 0.0003260002, 15:40:32.004
0x0, 5409, 21009, 0.006231993, -0.003214002, 0.01897717, -0.000829, -2.000015E-05, -4.300103E-05, 15:40:32.011
0x0, 5410, 21010, -0.007944003, -0.02540004, -0.0009770393, -0.00136, -0.000275, 0.0001589991, 15:40:32.019
0x0, 5411, 21011, -0.01447301, -0.01348901, 0.009714127, -0.0004470004, -0.000736, 3.699958E-05, 15:40:32.026
0x0, 5412, 21012, 0.009023994, -0.02119803, 0.0172019, -0.0005440004, -0.001064, 5.900115E-05, 15:40:32.036
0x0, 5413, 21013, 0.006935, -0.03338706, 0.0001630783, -0.0004090006, -0.0008509997, -0.0003169999, 15:40:32.043
0x0, 5414, 21014, 0.001497, -0.007851005, 0.03427124, -0.0001109997, -0.0004150001, 0.0002029985, 15:40:32.051
0x0, 5415, 21015, 0.01007999, -0.01142609, 0.01546288, -0.0009260001, -0.0002190005, -0.0002960004, 15:40:32.058
0x0, 5416, 21016, 0.01252, 0.01030791, 0.01403809, -0.0007490003, -0.0003080005, 1.80006E-05, 15:40:32.066
0x0, 5417, 21017, -0.006040007, -0.01106811, 0.01422596, -0.0005010003, -0.0006849999, -0.0003270023, 15:40:32.076
0x0, 5418, 21018, -0.006815001, -0.02160501, 0.02163315, -0.0003540004, -0.000856, 6.499887E-05, 15:40:32.083
0x0, 5419, 21019, -0.015643, -0.02057207, 0.01474714, -0.0001450004, -0.0001920005, -0.0005520023, 15:40:32.091
0x0, 5420, 21020, -0.001435995, -0.00227201, 0.02968121, -1.700036E-05, -0.0002300004, 0.0002579987, 15:40:32.099
0x0, 5421, 21021, 0.002812997, -0.007482052, 0.0537219, -0.0005729999, -7.699989E-05, 0.0003939979, 15:40:32.106
0x0, 5422, 21022, 0.01108399, -0.0123961, 0.005405903, -0.0009949999, -0.0003970005, -0.0002750009, 15:40:32.116
0x0, 5423, 21023, -0.01265, -0.005448103, 0.006127834, -0.0005879998, -0.0005040001, 0.0001019984, 15:40:32.123
0x0, 5424, 21024, -0.01025, -0.0121721, 0.02114296, -0.0007539997, -0.0006670002, 0.0001440011, 15:40:32.130
0x0, 5425, 21025, -0.003192008, -0.019642, 0.024683, -0.0001039999, -0.0003810003, -6.800145E-05, 15:40:32.138
0x0, 5426, 21026, -0.004276007, -0.03535604, 0.02519226, -0.0003049998, -0.0003490001, -0.0002250001, 15:40:32.147
0x0, 5427, 21027, 0.01329699, -0.01697004, 0.04330206, -0.0005099997, -0.0006050002, -0.0001289994, 15:40:32.155
0x0, 5428, 21028, 0.007495999, -0.004113078, 0.02640295, -0.0006339997, 8.499995E-05, -0.0005590022, 15:40:32.164
0x0, 5429, 21029, 0.002416998, -0.009746075, 0.01445723, -0.0009249998, -0.0003430005, -0.0002150014, 15:40:32.170
0x0, 5430, 21030, -0.008111998, -0.003534079, 0.0212822, -0.001103, -0.0003450001, -5.799904E-05, 15:40:32.178
0x0, 5431, 21031, -0.019071, -0.004180074, 0.03375101, -0.0005330006, -0.0009160005, 0.000209, 15:40:32.187
0x0, 5432, 21032, 0.004768997, -0.03486407, 0.0183301, -0.0003650002, -0.0004190002, 5.399808E-05, 15:40:32.195
0x0, 5433, 21033, 0.013997, -0.01757407, 0.02996826, -4.00003E-06, -0.0004550004, 0.0001219995, 15:40:32.204
0x0, 5434, 21034, 0.003053993, -0.01499605, 0.008807182, -0.0002530003, -0.000306, 5.500019E-05, 15:40:32.211
0x0, 5435, 21035, 0.007527992, -0.01260102, 0.002429008, -0.0006689997, 9.999983E-05, 0.0001679994, 15:40:32.218
0x0, 5436, 21036, 0.0003319979, -0.0210731, 0.02891016, -0.001021001, -0.0003359998, -0.000562001, 15:40:32.226
0x0, 5437, 21037, 0.002514005, -0.01627707, 0.01919413, -0.0007910002, -0.0008640001, 0.000161998, 15:40:32.236
0x0, 5438, 21038, -0.008937001, -0.02634299, 0.003332138, -0.0003129998, -0.0008570002, -2.900138E-05, 15:40:32.243
0x0, 5439, 21039, -0.009793997, -0.02380109, 0.01781988, -0.0006180005, -0.0005390001, 0.0004680008, 15:40:32.252
0x0, 5440, 21040, 0.017969, -0.01791406, 0.00909996, 4.00003E-06, -0.0004400006, 8.200109E-05, 15:40:32.258
0x0, 5441, 21041, 0.012771, -0.002185106, 0.02142811, -0.0008390006, -0.0003249999, 2.799928E-05, 15:40:32.266
0x0, 5442, 21042, -0.0003070086, -0.001824021, 0.01691294, -0.0007530004, 4.099961E-05, -0.0003609993, 15:40:32.275
0x0, 5443, 21043, 0.004995003, -0.003156066, 0.01682615, -0.0007819999, -0.0007520001, -4.000217E-05, 15:40:32.283
0x0, 5444, 21044, -0.007670999, -0.01814604, 0.01787806, -0.0008629998, -0.0007239999, -4.000962E-06, 15:40:32.292
0x0, 5445, 21045, -0.007942006, -0.04820502, 0.01995182, -0.0005520005, -0.0007619997, 0.0003900006, 15:40:32.298
0x0, 5446, 21046, 0.006912991, -0.007308006, 0.009864807, -8.30004E-05, -0.0004639998, 0.0001769997, 15:40:32.306
0x0, 5447, 21047, 0.005042002, -0.01739907, 0.02812719, -0.0005219998, -0.000302, -1.002103E-06, 15:40:32.316
0x0, 5448, 21048, 0.01766899, -0.01807404, 0.0132122, -0.000678, 6.200001E-05, -0.0002490021, 15:40:32.324
0x0, 5449, 21049, 0.01530799, -0.001044035, 0.01288319, -0.0007640002, -0.0005320003, -4.899874E-05, 15:40:32.331
0x0, 5450, 21050, 0.002913997, -0.01559103, 0.007963181, -0.0003289999, -0.0006280001, -0.0003370009, 15:40:32.338
0x0, 5451, 21051, -0.007896006, -0.01295209, 0.02347994, -0.0005670004, -0.0008370001, 0.0001709983, 15:40:32.347
0x0, 5452, 21052, -0.005157009, -0.02186704, 0.01325226, -0.0003129998, -0.0006959997, 0.0001760013, 15:40:32.355
0x0, 5453, 21053, -0.01900901, -0.02088499, 0.02267408, -3.900006E-05, -8.899998E-05, -0.0001990013, 15:40:32.364
0x0, 5454, 21054, 0.020576, -0.001875997, 0.01021481, -0.0004970003, 1.99955E-06, -1.300126E-05, 15:40:32.371
0x0, 5455, 21055, 0.016773, -0.01552606, 0.0199728, -0.001218, -0.0004230002, 0.0004669987, 15:40:32.378
0x0, 5456, 21056, -0.009908006, -0.009178042, 0.02154589, -0.0009679999, 1.99955E-06, -9.699911E-05, 15:40:32.387
0x0, 5457, 21057, -0.005820006, -0.01500404, 0.01749992, -0.000945, -0.0003700005, -0.0001810007, 15:40:32.395
0x0, 5458, 21058, 0.0001429915, -0.01285803, 0.0006871223, -0.0006889999, -0.0009679999, 0.0006770007, 15:40:32.403
0x0, 5459, 21059, 0.007883996, -0.01707101, 0.0189929, -2.100039E-05, -0.000519, 0.0004599988, 15:40:32.411
0x0, 5460, 21060, -0.005677, -0.03260005, 0.01402426, -0.0001370003, -0.0005470002, 0.0002020001, 15:40:32.420
0x0, 5461, 21061, 0.003503993, -0.008651018, 0.01468325, -0.0005170004, -0.0002180003, -9.899959E-05, 15:40:32.426
0x0, 5462, 21062, 0.023096, 0.002763987, 0.01816702, -0.000546, -0.0002699997, -4.100055E-05, 15:40:32.435
0x0, 5463, 21063, -0.007430002, -0.01381707, 0.002307892, -0.001233, -0.0003220001, 0.0002570003, 15:40:32.443
0x0, 5464, 21064, -0.01406801, -0.02010202, 0.01574516, -0.0008260002, -0.0003270004, -0.0003260002, 15:40:32.452
0x0, 5465, 21065, -0.003293008, -0.008194089, 0.01117325, 0.0001539998, -0.0007020002, 6.99982E-05, 15:40:32.460
0x0, 5466, 21066, 0.012805, -0.02117503, 0.01573181, -8.099992E-05, -0.0009010006, 0.0005609989, 15:40:32.467
0x0, 5467, 21067, -0.00355801, -0.01837909, 0.02069998, -0.0003009997, 0.0002079997, -0.0002820008, 15:40:32.475
0x0, 5468, 21068, 0.015522, -0.005429029, 0.003591061, -0.0005780002, -0.0004489999, -0.0003480017, 15:40:32.484
0x0, 5469, 21069, 0.01122899, -0.004750013, 0.006474972, -0.001336, -0.0006790003, -0.000124, 15:40:32.492
0x0, 5470, 21070, -0.005885005, 0.001753926, 0.01946211, -0.0007830001, -0.0006379997, -8.400157E-05, 15:40:32.499
0x0, 5471, 21071, -0.01529001, -0.01599908, 0.01030207, -0.0004700003, -0.0007490003, -0.0001079999, 15:40:32.506
0x0, 5472, 21072, 0.003410995, -0.02038801, 0.02202797, -0.000306, -0.0009430004, 0.0002879985, 15:40:32.515
0x0, 5473, 21073, 0.0005749911, -0.03002107, 0.01574087, -0.000554, -0.0007220004, 0.0002699979, 15:40:32.523
0x0, 5474, 21074, 0.018236, -0.01653302, 0.02525711, -0.0003439998, -0.0001269998, -0.0006370023, 15:40:32.532
0x0, 5475, 21075, -0.007436007, 0.004505992, 0.04191923, -0.0005480004, -0.0001690006, -0.0001999997, 15:40:32.539
0x0, 5476, 21076, 0.002494991, -0.008769035, 0.0210619, -0.001133, -0.0003829999, -0.0004939996, 15:40:32.546
0x0, 5477, 21077, -0.005415007, -0.02245104, 0.0001301765, -0.001274, -0.000647, -6.400049E-05, 15:40:32.555
0x0, 5478, 21078, -0.005795002, -0.02131009, 0.008422852, -0.0004369998, -0.0003620004, -5.700067E-05, 15:40:32.563
