0.25,0.6,222,40
0.25,0.6,222,40
0.25,0.8,222,40
0.25,0.7,222,40
0.25,0.4,222,40
0.25,0.5,222,40
0.25,0.9,222,40
0.25,1.0,222,40
0.25,0.3,222,40
0.25,0.1,222,40
0.25,0.2,222,40
