,time
0,6.532669067382812e-05
1,0.010756731033325195
2,0.021723031997680664
3,0.03275442123413086
4,0.04386639595031738
5,0.05580401420593262
6,0.06700778007507324
7,0.07802367210388184
8,0.08903884887695312
9,0.09972405433654785
10,0.11084151268005371
11,0.12150311470031738
12,0.13281464576721191
13,0.14368414878845215
14,0.15474367141723633
15,0.165924072265625
16,0.17677807807922363
17,0.18799543380737305
18,0.19890928268432617
19,0.2101902961730957
20,0.2210705280303955
21,0.23214936256408691
22,0.24296784400939941
23,0.253680944442749
24,0.2649343013763428
25,0.27571773529052734
26,0.28685951232910156
27,0.2978050708770752
28,0.3087952136993408
29,0.31945013999938965
30,0.3303864002227783
31,0.34150028228759766
32,0.3527207374572754
33,0.3636336326599121
34,0.3745231628417969
35,0.38581156730651855
36,0.39676880836486816
37,0.40732240676879883
38,0.41867566108703613
39,0.42967820167541504
40,0.44028234481811523
41,0.451521635055542
42,0.4621005058288574
43,0.4724240303039551
44,0.48308634757995605
45,0.4938783645629883
46,0.5046756267547607
47,0.5153017044067383
48,0.5261435508728027
49,0.5366926193237305
50,0.5474159717559814
51,0.5577528476715088
52,0.5681555271148682
53,0.5785877704620361
54,0.5894472599029541
55,0.6007740497589111
56,0.6112775802612305
57,0.6217155456542969
58,0.6319870948791504
59,0.6424956321716309
60,0.6528017520904541
61,0.6634538173675537
62,0.6743555068969727
63,0.6848397254943848
64,0.695490837097168
65,0.7063174247741699
66,0.7171218395233154
67,0.7276103496551514
68,0.7382941246032715
69,0.7489585876464844
70,0.7594406604766846
71,0.7703077793121338
72,0.7804961204528809
73,0.7911365032196045
74,0.8020377159118652
75,0.8123748302459717
76,0.8227684497833252
77,0.8329823017120361
78,0.8437116146087646
79,0.8543751239776611
80,0.8651783466339111
81,0.8755285739898682
82,0.8858504295349121
83,0.8963069915771484
84,0.9070003032684326
85,0.9176793098449707
86,0.9287278652191162
87,0.9394679069519043
88,0.9498729705810547
89,0.9605624675750732
90,0.971649169921875
91,0.9824440479278564
92,0.993034839630127
93,1.0034785270690918
94,1.0139291286468506
