,time
0,6.079673767089844e-05
1,0.010966062545776367
2,0.021620750427246094
3,0.03224897384643555
4,0.04345369338989258
5,0.05388998985290527
6,0.06452560424804688
7,0.07541918754577637
8,0.08612322807312012
9,0.09683728218078613
10,0.10736417770385742
11,0.11795520782470703
12,0.12830567359924316
13,0.13900256156921387
14,0.14969086647033691
15,0.160353422164917
16,0.17072153091430664
17,0.18136954307556152
18,0.19226527214050293
19,0.20291662216186523
20,0.2137162685394287
21,0.22423553466796875
22,0.23509550094604492
23,0.24561190605163574
24,0.25635862350463867
25,0.2673811912536621
26,0.27802419662475586
27,0.2884795665740967
28,0.2988004684448242
29,0.3093717098236084
30,0.3196403980255127
31,0.3303961753845215
32,0.3412959575653076
33,0.35213804244995117
34,0.36264610290527344
35,0.373157262802124
36,0.38399767875671387
37,0.3947587013244629
38,0.40519165992736816
39,0.41576457023620605
40,0.42644739151000977
41,0.43686342239379883
42,0.44759631156921387
43,0.4584362506866455
44,0.4693577289581299
45,0.4795827865600586
46,0.49019861221313477
47,0.5005762577056885
48,0.5111010074615479
49,0.521841287612915
50,0.5324711799621582
51,0.5434153079986572
52,0.5540816783905029
53,0.5646195411682129
54,0.5752873420715332
55,0.5858604907989502
56,0.5963006019592285
57,0.6069283485412598
58,0.6182131767272949
59,0.6287567615509033
60,0.639606237411499
61,0.6501166820526123
62,0.6610772609710693
63,0.6719131469726562
64,0.6828725337982178
65,0.6936647891998291
66,0.7040488719940186
67,0.7144527435302734
68,0.7250747680664062
69,0.7356159687042236
70,0.7466046810150146
71,0.7572238445281982
72,0.7678377628326416
73,0.7782108783721924
74,0.7894556522369385
75,0.800163984298706
76,0.8107602596282959
77,0.8211438655853271
78,0.8320026397705078
79,0.843048095703125
80,0.8542180061340332
81,0.8654770851135254
82,0.876474142074585
83,0.8871901035308838
84,0.897796630859375
85,0.9086906909942627
86,0.9195020198822021
87,0.9300365447998047
88,0.9409329891204834
89,0.9516310691833496
90,0.9621286392211914
91,0.9730422496795654
92,0.9835066795349121
93,0.9938843250274658
94,1.004225492477417
95,1.014446496963501
96,1.0250134468078613
97,1.035661220550537
98,1.0466036796569824
99,1.0572147369384766
100,1.0678949356079102
101,1.0789287090301514
102,1.0897092819213867
103,1.1004979610443115
104,1.1108500957489014
105,1.1216013431549072
106,1.131852388381958
107,1.1424133777618408
108,1.1530261039733887
109,1.1636826992034912
110,1.1738121509552002
111,1.184589147567749
112,1.1952672004699707
113,1.20577073097229
114,1.2162363529205322
115,1.2271630764007568
116,1.2378203868865967
117,1.2483956813812256
118,1.2595407962799072
119,1.270021677017212
120,1.280991554260254
121,1.2916369438171387
122,1.3022778034210205
123,1.3131816387176514
124,1.3239004611968994
125,1.33453369140625
126,1.3451154232025146
127,1.3556241989135742
128,1.3662257194519043
129,1.3767504692077637
130,1.3874232769012451
131,1.398103952407837
132,1.408736228942871
133,1.4193553924560547
134,1.4300832748413086
135,1.4407904148101807
136,1.4514367580413818
137,1.4618937969207764
138,1.47224760055542
139,1.4828763008117676
140,1.493389368057251
141,1.5041723251342773
142,1.5148279666900635
143,1.5260670185089111
144,1.5363378524780273
145,1.547053337097168
146,1.5580403804779053
147,1.5688138008117676
148,1.5791113376617432
149,1.5895955562591553
150,1.6000862121582031
151,1.6107752323150635
152,1.6211864948272705
153,1.6316850185394287
154,1.6421217918395996
155,1.6526997089385986
156,1.6651825904846191
157,1.6762547492980957
158,1.687307357788086
159,1.6980066299438477
160,1.7091352939605713
161,1.7200117111206055
162,1.7305095195770264
163,1.7417099475860596
164,1.752495527267456
165,1.763453483581543
166,1.7744581699371338
167,1.7855174541473389
168,1.7958869934082031
169,1.8065989017486572
170,1.8187520503997803
171,1.8294870853424072
172,1.839916467666626
173,1.8509221076965332
174,1.8618812561035156
175,1.8729712963104248
176,1.8836746215820312
177,1.8948876857757568
178,1.9055359363555908
179,1.9164941310882568
180,1.9278335571289062
181,1.938676357269287
182,1.949357032775879
183,1.960090160369873
184,1.9707136154174805
185,1.981318712234497
186,1.9919309616088867
187,2.0029900074005127
188,2.013774871826172
189,2.024310827255249
190,2.034759998321533
191,2.04571533203125
192,2.056912660598755
193,2.0676493644714355
194,2.078468084335327
195,2.0893232822418213
196,2.100332260131836
197,2.1113393306732178
198,2.122086524963379
199,2.132478952407837
200,2.1442878246307373
201,2.154787063598633
202,2.1658265590667725
203,2.1778371334075928
204,2.1885931491851807
205,2.1992745399475098
206,2.2108991146087646
207,2.2212371826171875
208,2.2317616939544678
209,2.242981433868408
210,2.2538273334503174
211,2.2645819187164307
212,2.2751870155334473
213,2.2856173515319824
214,2.2958760261535645
215,2.3065378665924072
216,2.3173797130584717
217,2.327714443206787
218,2.3380889892578125
219,2.3487870693206787
220,2.359431505203247
221,2.3700661659240723
222,2.3809874057769775
223,2.391467571258545
224,2.4018239974975586
225,2.412301778793335
226,2.4229042530059814
227,2.4336092472076416
228,2.444171667098999
229,2.454848527908325
230,2.4656624794006348
231,2.4765591621398926
232,2.4875359535217285
233,2.4983091354370117
234,2.5089046955108643
235,2.5191972255706787
236,2.529512882232666
237,2.5401628017425537
238,2.5510683059692383
239,2.561554193496704
240,2.5721592903137207
241,2.5827252864837646
242,2.592989206314087
243,2.6037228107452393
244,2.614420175552368
245,2.6250314712524414
246,2.635525703430176
247,2.646503210067749
248,2.6574363708496094
249,2.668344020843506
250,2.678760528564453
251,2.6890156269073486
252,2.699702739715576
253,2.7101540565490723
254,2.7210609912872314
255,2.7314088344573975
256,2.7419581413269043
257,2.752863645553589
258,2.7642581462860107
259,2.774752378463745
260,2.785588026046753
261,2.79650616645813
262,2.8074498176574707
263,2.8181252479553223
264,2.828547716140747
265,2.838989496231079
266,2.8494811058044434
267,2.8598971366882324
268,2.8705837726593018
269,2.881387710571289
270,2.8923683166503906
271,2.9033963680267334
272,2.914141893386841
273,2.9250669479370117
274,2.935570001602173
275,2.9463963508605957
276,2.9572973251342773
277,2.9682435989379883
278,2.978638172149658
279,2.9891505241394043
280,2.999677896499634
281,3.010366439819336
282,3.020754814147949
283,3.031569480895996
284,3.042512893676758
285,3.0534090995788574
286,3.0643086433410645
287,3.0746634006500244
288,3.085146903991699
289,3.0957014560699463
290,3.1062512397766113
291,3.1169700622558594
292,3.127387523651123
293,3.1380417346954346
294,3.148954391479492
295,3.1599814891815186
296,3.170548439025879
297,3.1811883449554443
298,3.1921749114990234
299,3.2030231952667236
300,3.2136168479919434
301,3.224332094192505
302,3.23527455329895
303,3.2460803985595703
304,3.2564754486083984
305,3.267061710357666
306,3.27756929397583
307,3.2881269454956055
308,3.2985880374908447
309,3.3092939853668213
310,3.3202364444732666
311,3.3311362266540527
312,3.3421897888183594
313,3.353069543838501
314,3.3636951446533203
315,3.374300479888916
316,3.385159730911255
317,3.3956589698791504
318,3.4067575931549072
319,3.417163610458374
320,3.4276511669158936
321,3.4384384155273438
322,3.4492030143737793
323,3.459566593170166
324,3.4702560901641846
325,3.4806008338928223
326,3.49133038520813
327,3.5017857551574707
328,3.5122017860412598
329,3.5225460529327393
330,3.5330705642700195
331,3.544062614440918
332,3.5545382499694824
333,3.565056085586548
334,3.5759692192077637
335,3.5867714881896973
336,3.5973706245422363
337,3.6081104278564453
338,3.618881940841675
339,3.629228115081787
340,3.6396491527557373
341,3.650446653366089
342,3.6609792709350586
343,3.6716647148132324
344,3.682187795639038
345,3.692607879638672
346,3.7032577991485596
347,3.7136683464050293
348,3.724287748336792
349,3.7351901531219482
350,3.7455620765686035
351,3.756439447402954
352,3.767272710800171
353,3.7776103019714355
354,3.78802227973938
355,3.7987329959869385
356,3.80944561958313
357,3.819993734359741
358,3.8307015895843506
359,3.8412325382232666
360,3.85185170173645
361,3.8622682094573975
362,3.8729588985443115
363,3.883525848388672
364,3.8940868377685547
365,3.9050416946411133
366,3.9156408309936523
367,3.926156759262085
368,3.936598539352417
369,3.946887731552124
370,3.95766019821167
371,3.9683825969696045
372,3.979045867919922
373,3.989501476287842
374,3.9999165534973145
375,4.010814189910889
376,4.02143406867981
377,4.032363414764404
378,4.043818235397339
379,4.05459451675415
380,4.065565347671509
381,4.076380729675293
382,4.087130546569824
383,4.098475217819214
384,4.1091468334198
385,4.119845628738403
386,4.130581855773926
387,4.141573429107666
388,4.152037620544434
389,4.162867069244385
390,4.173691272735596
391,4.184916019439697
392,4.195446014404297
393,4.206236124038696
394,4.217073678970337
395,4.227716684341431
396,4.238507986068726
397,4.24944806098938
398,4.260375261306763
399,4.270798921585083
400,4.281137943267822
401,4.291806221008301
402,4.30313777923584
403,4.313668251037598
404,4.324398756027222
405,4.335253953933716
406,4.3456056118011475
407,4.356021404266357
408,4.366719961166382
409,4.3771071434021
410,4.387632131576538
411,4.398507833480835
412,4.409412384033203
413,4.420352458953857
414,4.430866241455078
415,4.441176891326904
416,4.451481580734253
417,4.461766242980957
418,4.472259759902954
419,4.482672214508057
420,4.493436336517334
