,time
0,8.106231689453125e-05
1,0.010392904281616211
2,0.02087855339050293
3,0.03156423568725586
4,0.04276537895202637
5,0.05364680290222168
6,0.06454658508300781
7,0.07546114921569824
8,0.08631277084350586
9,0.09837722778320312
10,0.1094660758972168
11,0.12071561813354492
12,0.13176560401916504
13,0.14255595207214355
14,0.15352797508239746
15,0.16463446617126465
16,0.1753549575805664
17,0.18631458282470703
18,0.19745659828186035
19,0.20827221870422363
20,0.21895074844360352
21,0.22969508171081543
22,0.24066448211669922
23,0.25138163566589355
24,0.2631261348724365
25,0.27413272857666016
26,0.2851748466491699
27,0.29651308059692383
28,0.3078310489654541
29,0.3185429573059082
30,0.32950258255004883
31,0.3408517837524414
32,0.35152220726013184
33,0.3626527786254883
34,0.3735036849975586
35,0.3843536376953125
36,0.3951752185821533
37,0.40614819526672363
38,0.41667866706848145
39,0.4277036190032959
40,0.43849611282348633
41,0.44876933097839355
42,0.45938825607299805
43,0.4702179431915283
44,0.4809584617614746
45,0.491685152053833
46,0.5025901794433594
47,0.5131320953369141
48,0.5241694450378418
49,0.5350899696350098
50,0.5460281372070312
51,0.556952953338623
52,0.5678791999816895
53,0.5788390636444092
54,0.5893020629882812
55,0.6003916263580322
56,0.6113150119781494
57,0.6218876838684082
58,0.632979154586792
59,0.6437430381774902
60,0.6546123027801514
61,0.6650958061218262
62,0.6763043403625488
63,0.6868221759796143
64,0.6971487998962402
65,0.7076165676116943
66,0.7180280685424805
67,0.7287940979003906
68,0.7394177913665771
69,0.7496585845947266
70,0.7603709697723389
71,0.7710671424865723
72,0.7813875675201416
73,0.7921731472015381
74,0.802849292755127
75,0.8136181831359863
76,0.8251731395721436
77,0.8362767696380615
78,0.8468165397644043
79,0.8572907447814941
80,0.8681643009185791
81,0.8788495063781738
82,0.8892483711242676
83,0.8999862670898438
84,0.9108800888061523
85,0.9212818145751953
86,0.9323315620422363
87,0.9434797763824463
88,0.9542503356933594
89,0.9652454853057861
90,0.976332426071167
91,0.9870097637176514
92,0.9983096122741699
93,1.009493350982666
94,1.0201516151428223
95,1.031010627746582
96,1.0419507026672363
97,1.0526354312896729
98,1.0632596015930176
99,1.0737595558166504
100,1.0844340324401855
101,1.0951716899871826
102,1.1057968139648438
103,1.1165218353271484
104,1.1273767948150635
105,1.1382744312286377
106,1.1485257148742676
107,1.1591095924377441
108,1.170011043548584
109,1.1807470321655273
110,1.1914055347442627
111,1.2018699645996094
112,1.2123339176177979
113,1.2227461338043213
114,1.2334084510803223
115,1.243781566619873
116,1.2545685768127441
117,1.2651259899139404
118,1.2758183479309082
119,1.2864792346954346
120,1.296804666519165
121,1.3075125217437744
122,1.3187687397003174
123,1.329174518585205
124,1.3398308753967285
125,1.3505034446716309
126,1.3613665103912354
127,1.3721439838409424
128,1.3828544616699219
129,1.3933908939361572
130,1.4040091037750244
131,1.4148032665252686
